16-19,20-24,25-29,30_34,35_over
0.718115351,0.230706738,0.022745738,0.022745738,0.005686435
0.106241705,0.441965471,0.223107568,0.223107568,0.005577689
0.019232819,0.123944868,0.42312213,0.42312213,0.010578053
0.019232819,0.123944868,0.42312213,0.42312213,0.010578053
0.019232819,0.123944868,0.42312213,0.42312213,0.010578053
