"symptoms_rectal","symptoms_ural_male","symptoms_ural_female","pru","prp","pur","puu","pup","ppr","ppu","ppp","set","prev_tot","prev_m","prev_f","prev_m0","prev_m1","prev_m2","prev_m3","prev_f0","prev_f1","prev_f2","prev_f3","test_tot","test_m","test_f","not_equlib","prev_ss","test_ss"
0.802967145573247,0.53721936556327,0.252326011630508,0.664842842013483,0.851997367384877,0.291508253454146,0.0998673092627221,0.947052798144426,0.667308168842682,0.876044400448208,0.212151601333638,3499,9.83440679181903,9.64731592687444,10.0323645927362,12.9090482081502,12.1269407743633,7.88261856600325,7.17986221669279,12.9007573250448,13.2110285819113,8.49043295377771,6.95863810759675,18.7894470422086,15.5140024479608,22.2836198748004,TRUE,16.1821380076677,0.801724538580195
0.844891113016086,0.673110257209119,0.119246162087163,0.133709846052084,0.480476409586534,0.44690081499174,0.0731929401205924,0.702783923041336,0.815197765158983,0.302683249374884,0.6947094030673,992,9.95216162438035,9.70195084601546,10.1952614633172,11.9395497860024,13.7864904401134,8.64174187236741,7.27654234145389,12.3008801489136,15.1748184484965,8.58077665428092,6.41818997435271,19.0975713151877,15.5968257560257,22.5363927521098,TRUE,16.4578561166161,0.857288225207715
0.829873823642881,0.551452531423191,0.362725261880353,0.653012478856859,0.915608383815314,0.585727545020849,0.0548664762595648,0.768535864902307,0.795848053470326,0.897153911331144,0.778266839512677,3041,10.7539001626995,10.9139758721115,10.5901169269124,14.1624424558902,15.7002234139149,8.63426994518592,7.21814567121075,12.9661831504745,16.231671697618,7.7981488228062,6.87984474701876,18.2022458155127,14.0357587542221,22.4221421151524,TRUE,11.301660610111,0.944090367369539
0.9780732483875,0.641945083370574,0.392727120393758,0.0864279505061512,0.67017440795877,0.699537272816021,0.622736348127754,0.594226748569211,0.123626211867102,0.226241397705519,0.771485342921385,2958,10.0296397089728,9.70667902986404,10.3390935755699,13.4820744601421,14.1568652091067,6.45134730611868,6.73050179875061,14.7620946718849,13.5710772095492,8.18824015934538,7.3230772317955,19.0532941732517,15.7599498270987,22.2149094708155,TRUE,12.7605938254492,1.09147221833668
0.650331284210194,0.825437829530302,0.474498206287969,0.295310837294346,0.11765363418515,0.490591507214368,0.876688412142275,0.417550350259317,0.77174719914026,0.0194896842790448,0.269947818474479,2059,8.81667367206272,8.81175387087959,8.8209485661468,13.9681618149453,11.0170553745158,6.01421516327633,5.95671541000071,14.5962630647283,10.7184989246721,6.21928457053098,5.76267534472127,19.4037924666928,15.925911343086,22.7631903642756,TRUE,17.5167088845539,1.15399523791162
0.738166575655673,0.763353870872017,0.111799554469273,0.710552867849711,0.233439752218041,0.977669617132459,0.446350052297431,0.310937314799409,0.752119435633468,0.3190819672448,0.365289271369054,2835,10.9701947598661,11.4783242813337,10.5246939071738,15.1276690881531,15.49963575951,7.67410246050595,9.21820740834479,14.1918872370947,14.1372120517324,9.41821666723672,6.90692787060013,18.7673775768754,14.7850040627987,22.2625588853702,TRUE,9.92048465904075,1.19634169125939
0.197270713418169,0.77652727844432,0.391398635064579,0.851372420152888,0.894461747414588,0.696840476354814,0.959955092691785,0.746602746865199,0.931222013225112,0.0785820071435218,0.702638784797552,6207,8.67960869298117,7.999731920333,9.29588498268975,10.7366823475321,11.1672844017856,5.6677939209873,5.62078360026876,13.6959463942924,13.212624929909,6.87143943458624,5.23053144762027,18.76920301077,14.6989444311831,22.4767980717668,TRUE,23.0816587396144,1.23443074937436
0.664858056625234,0.970039846849327,0.333566984911805,0.653586618298696,0.437953731917666,0.975417440547198,0.477109567673287,0.108682774233154,0.359945841802933,0.20572872473369,0.603856101115108,1334,10.3616824425546,9.83415490650611,10.9324117730817,14.6063708264754,14.1560157575837,7.0452757609595,6.45592952447883,13.2730105171605,15.0899644997792,10.0383440778249,7.88115123687232,18.6985132036328,15.3322853364863,22.3642585313739,TRUE,13.0050001383637,1.24390343968832
0.333617475567104,0.789619246500575,0.241897585972056,0.411506753462241,0.267932714929069,0.467952948435513,0.674929539961544,0.578290762293376,0.0037346479013729,0.903182952470143,0.155122189625715,1615,10.9264387759019,11.0485793063891,10.8138085317493,13.8204159002676,13.5274533450965,9.79466286743702,9.42055832631278,12.3617424359017,15.0124436757193,8.62887526683753,9.05010241400401,18.1112650507185,13.853160378703,22.1374334192927,TRUE,13.8763061840382,1.27891309747988
0.221218874999532,0.719412151632472,0.302640942674486,0.723414208413261,0.160616334858956,0.921911895375514,0.777268338599947,0.4096811757999,0.593837713578276,0.786423595359925,0.573508421965332,5194,8.61839347222866,8.45077858694524,8.78881455102384,11.6192035252854,11.9515715974176,6.14500288487936,5.26628424067761,10.8486084361466,12.309306994245,6.88649285009807,5.86067002662833,19.3098615259536,15.846162208225,22.841858773023,TRUE,24.3897595749215,1.35306568383311
