ILOC_CODE_2016,M_Ind_15_19_PD_GD_GCL,M_Ind_15_19_BDL,M_Ind_15_19_ADip_DipL,M_Ind_15_19_Ct_III_IV,M_Ind_15_19_Ct_I_II,M_Ind_15_19_CL_nfd,M_Ind_15_19_LoE_NS,M_Ind_15_19_Tot,M_Ind_20_24_PD_GD_GCL,M_Ind_20_24_BDL,M_Ind_20_24_ADip_DipL,M_Ind_20_24_Ct_III_IV,M_Ind_20_24_Ct_I_II,M_Ind_20_24_CL_nfd,M_Ind_20_24_LoE_NS,M_Ind_20_24_Tot,M_Ind_25_34_PD_GD_GCL,M_Ind_25_34_BDL,M_Ind_25_34_ADip_DipL,M_Ind_25_34_Ct_III_IV,M_Ind_25_34_Ct_I_II,M_Ind_25_34_CL_nfd,M_Ind_25_34_LoE_NS,M_Ind_25_34_Tot,M_Ind_35_44_PD_GD_GCL,M_Ind_35_44_BDL,M_Ind_35_44_ADip_DipL,M_Ind_35_44_Ct_III_IV,M_Ind_35_44_Ct_I_II,M_Ind_35_44_CL_nfd,M_Ind_35_44_LoE_NS,M_Ind_35_44_Tot,M_Ind_45_54_PD_GD_GCL,M_Ind_45_54_BDL,M_Ind_45_54_ADip_DipL,M_Ind_45_54_Ct_III_IV,M_Ind_45_54_Ct_I_II,M_Ind_45_54_CL_nfd,M_Ind_45_54_LoE_NS,M_Ind_45_54_Tot,M_Ind_55_64_PD_GD_GCL,M_Ind_55_64_BDL,M_Ind_55_64_ADip_DipL,M_Ind_55_64_Ct_III_IV,M_Ind_55_64_Ct_I_II,M_Ind_55_64_CL_nfd,M_Ind_55_64_LoE_NS,M_Ind_55_64_Tot,M_Ind_65ov_PtgdDe_GdDp_GdCt,M_Ind_65ov_BDL,M_Ind_65ov_ADip_DipL,M_Ind_65ov_Ct_III_IV,M_Ind_65ov_Ct_I_II,M_Ind_65ov_CL_nfd,M_Ind_65ov_LoE_NS,M_Ind_65ov_Tot,M_Ind_Tot_PD_GD_GCL,M_Ind_Tot_BDL,M_Ind_Tot_ADip_DipL,M_Ind_Tot_Ct_III_IV,M_Ind_Tot_Ct_I_II,M_Ind_tot_CL_nfd,M_Ind_Tot_LoE_NS,M_Ind_Tot_Tot,M_NonI_15_19_PD_GD_GCL,M_NonI_15_19_BDL,M_NonI_15_19_ADip_DipL,M_NonI_15_19_Ct_III_IV,M_NonI_15_19_Ct_I_II,M_NonI_15_19_CL_nfd,M_NonI_15_19_LoE_NS,M_NonI_15_19_Tot,M_NonI_20_24_PD_GD_GCL,M_NonI_20_24_BDL,M_NonI_20_24_ADip_DipL,M_NonI_20_24_Ct_III_IV,M_NonI_20_24_Ct_I_II,M_NonI_20_24_CL_nfd,M_NonI_20_24_LoE_NS,M_NonI_20_24_Tot,M_NonI_25_34_PD_GD_GCL,M_NonI_25_34_BDL,M_NonI_25_34_ADip_DipL,M_NonI_25_34_Ct_III_IV,M_NonI_25_34_Ct_I_II,M_NonI_25_34_CL_nfd,M_NonI_25_34_LoE_NS,M_NonI_25_34_Tot,M_NonI_35_44_PD_GD_GCL,M_NonI_35_44_BDL,M_NonI_35_44_ADip_DipL,M_NonI_35_44_Ct_III_IV,M_NonI_35_44_Ct_I_II,M_NonI_35_44_CL_nfd,M_NonI_35_44_LoE_NS,M_NonI_35_44_Tot,M_NonI_45_54_PD_GD_GCL,M_NonI_45_54_BDL,M_NonI_45_54_ADip_DipL,M_NonI_45_54_Ct_III_IV,M_NonI_45_54_Ct_I_II,M_NonI_45_54_CL_nfd,M_NonI_45_54_LoE_NS,M_NonI_45_54_Tot,M_NonI_55_64_PD_GD_GCL,M_NonI_55_64_BDL,M_NonI_55_64_ADip_DipL,M_NonI_55_64_Ct_III_IV,M_NonI_55_64_Ct_I_II,M_NonI_55_64_CL_nfd,M_NonI_55_64_LoE_NS,M_NonI_55_64_Tot,M_NonI_65ov_PtgdDe_GdDp_GdCt,M_NonI_65ov_BDL,M_NonI_65ov_ADip_DipL,M_NonI_65ov_Ct_III_IV,M_NonI_65ov_Ct_I_II,M_NonI_65ov_CL_nfd,M_NonI_65ov_LoE_NS,M_NonI_65ov_Tot,M_NonI_TotPdDe_GdDp_GdCt,M_NonI_Tot_BDL,M_NonI_Tot_ADip_DipL,M_NonI_Tot_Ct_III_IV,M_NonI_Tot_Ct_I_II,M_NonI_Tot_CL_nfd,M_NonI_Tot_LoE_NS,M_NonI_Tot_Tot,M_IS_NS_15_19_PD_GD_GCLL,M_IS_NS_15_19_BDL,M_IS_NS_15_19_ADip_DipL,M_IS_NS_15_19_Ct_III_IV_L,M_IS_NS_15_19_Ct_I_II,M_IS_NS_15_19_CL_nfd,M_IS_NS_15_19_LoE_NS,M_IS_NS_15_19_Tot,M_IS_NS_20_24_PD_GD_GCLL,M_IS_NS_20_24_BDL,M_IS_NS_20_24_AdDip_and_DipL,M_IS_NS_20_24_Ct_III_IV_L,M_IS_NS_20_24_Ct_I_II,M_IS_NS_20_24_CL_nfd,M_IS_NS_20_24_LoE_NS,M_IS_NS_20_24_Tot,M_IS_NS_25_34_PD_GD_GCLL,M_IS_NS_25_34_BDL,M_IS_NS_25_34_AdDip_and_DipL,M_IS_NS_25_34_Ct_III_IV_L,M_IS_NS_25_34_Ct_I_II_L,M_IS_NS_25_34_CL_nfd,M_IS_NS_25_34_LoE_NS,M_IS_NS_25_34_Tot,M_IS_NS_35_44_PD_GD_GCLL,M_IS_NS_35_44_BDL,M_IS_NS_35_44_ADip_DipL,M_IS_NS_35_44_Ct_III_IV_L,M_IS_NS_35_44_Ct_I_II_L,M_IS_NS_35_44_CL_nfd,M_IS_NS_35_44_LoE_NS,M_IS_NS_35_44_Tot,M_IS_NS_45_54_PdDe_GdDp_GdC,M_IS_NS_45_54_BDL,M_IS_NS_45_54_ADip_DipL,M_IS_NS_45_54_Ct_III_IV_L,M_IS_NS_45_54_Ct_I_II_L,M_IS_NS_45_54_CL_nfd,M_IS_NS_45_54_LoE_NS,M_IS_NS_45_54_Tot,M_IS_NS_55_64_PD_GD_GCL,M_IS_NS_55_64_BDL,M_IS_NS_55_64_ADip_DipL,M_IS_NS_55_64_Ct_III_IV_L,M_IS_NS_55_64_Ct_I_II_L,M_IS_NS_55_64_CL_nfd,M_IS_NS_55_64_LoE_NS,M_IS_NS_55_64_Tot,M_IS_NS_65ov_PD_GD_GCL,M_IS_NS_65ov_BDL,M_IS_NS_65ov_ADip_DipL,M_IS_NS_65ov_Ct_III_IV_L,M_IS_NS_65ov_Ct_I_II,M_IS_NS_65ov_CL_nfd,M_IS_NS_65ov_LoE_NS,M_IS_NS_65ov_Tot,M_IS_NS_TotPdDe_GdDp_GdCt,M_IS_NS_Tot_BDL,M_IS_NS_Tot_ADip_DipL,M_IS_NS_Tot_Ct_III_IV_L,M_IS_NS_Tot_Ct_I_II,M_IS_NS_Tot_CL_nfd,M_IS_NS_Tot_LoE_NS,M_IS_NS_Tot_Tot,M_T_15_19_PD_GD_GCL,M_T_15_19_BDL,M_T_15_19_ADip_DipL,M_T_15_19_Ct_III_IV,M_T_15_19_Ct_I_II,M_T_15_19_CL_nfd,M_T_15_19_LoE_NS,M_T_15_19_Tot
ILOC20101801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,10,0,3,0,18,0,7,26,61,9,6,47,164,73,647,338,231,27,16,95,1424,927,1673,502,406,21,40,108,3679,751,1170,319,310,18,37,82,2694,642,980,350,501,14,52,84,2620,467,700,324,373,13,46,89,2000,351,606,389,552,9,53,277,2236,3206,5764,2256,2438,115,254,781,14817,0,0,0,0,0,0,72,72,0,0,0,3,0,0,134,140,0,3,4,3,0,0,162,171,3,3,0,4,0,0,129,139,3,3,3,5,0,0,138,148,0,4,0,3,0,0,106,113,0,0,0,0,0,0,155,166,10,18,10,20,0,3,897,949,0,7,26,68,9,6,116,232
ILOC20101802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,9,3,3,0,0,0,21,0,0,4,39,7,0,29,88,10,257,106,183,22,5,25,614,496,1016,332,424,15,31,66,2386,639,1114,387,451,11,30,69,2699,436,726,353,577,14,41,64,2216,294,503,256,481,9,39,56,1636,272,483,432,781,13,93,214,2277,2147,4093,1879,2934,87,238,518,11912,0,0,0,0,0,0,28,28,0,0,0,3,0,0,41,47,0,3,3,0,0,0,94,100,3,3,0,8,0,0,99,112,3,0,0,0,0,0,84,88,0,0,0,5,0,0,70,74,4,5,3,12,0,0,108,131,8,11,5,26,0,0,526,583,0,0,4,39,7,0,56,113
ILOC20101803,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,3,7,0,0,3,24,0,0,4,30,12,4,40,88,23,383,161,197,21,21,31,833,587,1194,379,395,27,29,89,2698,702,1093,373,433,15,55,70,2742,525,901,375,596,17,42,87,2531,391,559,288,430,6,42,90,1814,341,562,460,773,11,82,358,2590,2566,4695,2037,2853,109,271,762,13297,0,0,0,0,0,0,45,47,0,0,0,0,0,0,46,52,0,3,0,3,0,0,138,144,3,0,0,0,0,0,112,115,3,0,0,3,0,0,112,121,0,4,0,0,0,0,90,104,3,5,4,8,0,0,226,241,11,15,9,22,0,0,771,816,0,0,3,30,12,4,78,131
ILOC20101901,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,3,3,14,0,0,0,20,0,0,0,3,0,0,0,8,3,4,0,7,0,0,3,11,0,0,3,10,0,0,3,15,0,0,0,3,0,0,3,4,8,14,3,32,4,0,7,77,0,0,8,75,16,6,70,178,27,306,161,428,20,34,73,1046,508,1529,573,1193,43,82,164,4099,771,1627,663,1080,22,98,174,4443,579,945,547,1365,30,112,155,3734,390,620,426,1127,20,76,193,2851,207,362,311,1131,17,71,471,2567,2491,5389,2688,6395,175,487,1298,18925,0,0,0,0,0,0,80,80,0,3,3,3,0,0,103,111,0,4,0,7,0,0,290,299,0,5,4,4,0,0,299,322,0,5,5,15,0,0,281,309,0,5,3,11,0,0,229,246,0,3,3,14,0,3,329,356,7,23,18,47,0,3,1619,1720,0,0,8,71,16,6,153,257
ILOC20101902,0,0,0,0,0,0,8,6,0,0,3,8,0,4,21,31,0,0,5,15,0,0,62,85,0,3,4,13,0,0,34,51,0,0,3,3,0,0,13,20,0,0,0,9,0,0,5,12,0,0,0,0,0,0,0,4,0,9,9,40,8,4,140,207,0,4,17,130,24,8,156,348,60,364,280,588,50,40,255,1639,1488,2161,1427,1629,74,104,731,7622,1644,1715,904,1458,58,132,541,6457,358,729,558,1377,40,88,286,3433,201,411,363,947,16,78,194,2217,101,204,212,823,10,49,256,1649,3855,5583,3766,6965,261,504,2414,23359,0,0,0,0,0,0,139,139,0,0,3,6,0,0,170,180,3,5,4,0,0,0,485,504,0,3,3,7,0,0,422,442,0,3,0,7,0,0,266,276,0,0,3,3,0,0,202,216,0,0,0,9,0,0,200,211,5,13,16,36,0,3,1888,1964,0,4,17,134,19,8,297,492
ILOC20101903,0,0,0,0,3,0,5,9,0,0,0,13,4,0,0,23,0,3,6,34,0,4,5,49,0,5,7,9,0,0,0,24,0,4,4,14,0,0,4,28,0,0,0,4,0,0,3,11,0,0,0,0,0,0,0,8,0,10,16,84,7,8,17,153,0,0,16,182,26,16,129,374,33,317,205,663,58,40,109,1425,1054,1828,1068,1947,81,117,266,6354,1623,2015,1003,1852,77,160,288,7008,545,941,742,1771,41,125,253,4414,277,480,419,1216,15,101,186,2696,153,290,292,904,15,64,363,2086,3681,5877,3735,8533,313,623,1594,24352,0,0,0,0,0,0,127,127,0,0,3,7,0,0,169,183,9,4,0,10,3,0,463,490,4,6,6,7,0,0,413,436,3,4,4,13,0,0,329,361,0,3,3,4,0,0,228,236,0,4,0,12,0,0,273,294,13,21,18,66,4,3,2003,2126,0,0,16,187,33,14,255,508
ILOC20102001,0,0,0,4,0,0,4,10,0,0,0,13,0,0,0,21,0,9,3,32,3,3,6,57,3,4,3,35,0,0,3,44,3,8,11,27,0,0,8,50,5,3,3,6,0,0,4,25,0,0,0,3,0,0,3,7,9,19,20,127,8,6,23,204,0,0,26,226,44,10,168,474,21,329,253,1224,67,45,115,2056,301,1099,774,3559,76,91,221,6126,517,1379,975,3201,74,146,224,6516,546,1023,986,3684,66,145,333,6782,584,975,916,2963,39,189,301,5971,499,914,974,2775,57,220,760,6206,2469,5720,4907,17632,427,850,2131,34123,0,0,0,3,0,0,173,175,0,0,0,9,0,0,183,191,3,4,7,19,3,0,359,387,0,3,7,21,0,0,404,430,3,5,4,28,0,0,431,475,0,3,8,17,0,3,415,449,0,7,8,43,0,3,612,671,11,26,25,147,6,6,2578,2789,0,0,26,235,42,10,346,660
ILOC20200101,0,0,0,0,0,0,9,14,0,3,0,14,7,0,5,27,0,8,6,27,0,3,4,45,3,3,5,16,0,0,6,35,0,3,3,11,0,0,3,27,0,0,7,13,0,0,8,24,0,0,0,8,0,0,3,16,3,12,26,86,14,5,36,186,0,3,12,189,40,10,129,388,24,286,140,905,69,31,87,1547,356,1125,521,2114,82,76,162,4441,466,1057,594,1684,48,98,176,4126,491,743,586,1697,39,100,225,3881,468,586,561,1538,36,96,233,3516,396,601,570,1821,23,126,764,4301,2199,4405,2991,9945,347,538,1778,22195,0,0,0,3,0,0,152,160,0,0,3,9,0,0,230,243,0,7,0,15,3,0,375,401,4,3,3,13,0,0,322,344,5,4,0,17,0,0,344,366,3,3,0,13,0,0,325,345,7,0,8,26,0,0,559,605,23,17,14,93,3,3,2314,2463,0,3,12,196,39,10,290,559
ILOC20200201,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,11,0,0,0,11,0,0,0,10,0,0,0,4,0,0,3,8,0,0,0,12,0,3,3,14,0,0,0,3,0,0,0,7,0,0,4,3,0,0,0,8,0,0,5,34,0,4,14,64,0,0,3,85,15,0,90,194,7,55,51,405,25,9,37,585,72,250,192,1111,24,36,68,1762,107,273,222,950,20,30,75,1681,131,228,229,1154,21,38,100,1893,159,308,270,922,12,45,118,1848,161,267,333,1099,22,80,367,2339,634,1385,1303,5736,137,244,860,10296,0,0,0,0,0,0,71,70,0,0,0,0,0,0,80,83,0,4,0,3,0,0,143,153,0,0,0,3,0,0,154,156,0,0,0,0,0,0,205,210,3,0,0,3,0,0,194,204,3,0,7,20,0,0,309,335,8,4,10,33,0,0,1153,1210,0,0,3,83,15,0,165,267
ILOC20200301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,3,13,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,16,0,0,10,26,0,0,0,14,7,0,11,36,0,21,6,99,3,14,15,163,31,132,73,369,7,16,19,656,26,81,54,200,6,9,19,395,16,38,44,263,3,9,20,393,19,35,58,186,0,14,26,344,10,19,40,137,4,14,65,284,108,329,275,1276,30,74,181,2273,0,0,0,0,0,0,15,12,0,0,0,3,0,0,23,29,0,0,0,3,0,0,48,54,0,0,0,7,0,0,36,34,0,0,0,0,0,0,42,44,0,0,0,0,0,0,39,43,0,0,0,0,0,0,33,33,3,0,0,19,0,0,230,252,0,0,0,21,7,0,23,53
ILOC20200302,0,0,0,0,0,0,3,6,0,0,0,9,0,0,0,8,0,0,0,6,0,0,0,9,0,0,0,3,0,0,0,3,0,0,0,0,4,0,3,10,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,4,0,3,3,25,3,0,14,49,0,0,0,11,5,0,17,42,0,44,17,144,16,3,19,245,52,211,64,281,18,16,26,667,50,113,59,210,12,11,45,490,70,85,73,217,5,12,31,511,56,100,66,202,4,16,50,495,65,67,64,236,7,17,145,592,293,620,346,1312,70,77,330,3045,0,0,0,0,0,0,27,27,0,0,0,0,0,0,32,34,0,0,0,0,0,0,74,72,0,0,0,0,0,0,60,66,0,0,0,0,0,0,61,61,0,0,0,0,0,0,61,66,0,0,0,0,0,0,106,108,0,0,0,7,3,0,428,439,0,0,0,11,6,0,51,79
ILOC20200303,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,5,0,0,0,3,0,0,0,4,0,0,3,8,0,0,0,10,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,4,3,0,3,29,3,0,8,45,0,0,0,31,4,0,53,91,5,31,11,144,11,0,19,217,32,130,63,404,12,12,26,681,82,246,136,518,11,17,32,1048,108,177,177,624,6,28,60,1177,92,157,187,549,11,34,69,1095,79,134,189,494,9,35,172,1099,397,867,761,2768,64,127,425,5411,0,0,0,0,0,0,39,42,0,0,0,4,0,0,29,32,0,0,0,3,0,0,58,63,0,0,0,0,0,0,63,63,0,0,0,8,0,0,97,107,3,4,4,8,0,0,120,132,0,0,3,9,0,0,136,147,6,6,8,31,0,0,547,593,0,0,0,36,5,0,93,138
ILOC20200304,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,7,0,0,0,8,0,0,0,17,0,0,0,3,0,0,7,11,0,0,3,0,0,0,3,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,19,3,0,11,44,0,0,3,14,7,0,27,46,0,13,10,118,14,4,14,170,18,53,50,261,10,14,28,434,18,42,44,232,9,15,18,377,14,30,35,202,12,4,33,328,20,25,32,195,9,8,25,319,15,40,37,221,3,16,101,434,90,204,198,1239,58,71,250,2107,0,0,0,0,0,0,29,29,0,0,0,3,0,0,26,33,0,0,0,3,0,0,58,59,0,0,0,3,0,0,47,54,0,0,0,0,0,0,38,36,0,0,0,3,0,0,52,58,0,0,0,3,0,0,72,81,0,0,4,13,0,0,335,352,0,0,3,9,8,0,62,85
ILOC20200305,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,0,0,0,7,0,0,0,8,3,0,0,3,0,0,0,7,0,0,3,5,0,0,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,19,0,3,6,35,0,0,3,31,3,0,26,64,9,110,31,202,25,9,28,406,63,260,98,390,15,11,29,874,112,250,117,274,7,15,29,803,125,171,132,325,8,12,39,810,101,198,162,293,7,23,44,823,123,178,211,401,6,27,178,1119,530,1162,753,1913,66,101,376,4896,0,0,0,0,0,0,32,34,0,0,0,0,0,0,33,37,0,0,0,0,0,0,59,66,0,3,0,0,0,0,44,47,0,0,0,0,0,0,80,80,0,0,0,4,0,0,58,65,0,0,0,7,0,0,121,135,0,5,3,21,0,0,433,465,0,0,3,32,3,0,64,102
ILOC20200306,0,0,0,0,0,0,5,7,0,0,0,8,6,0,0,7,0,0,0,14,0,0,0,19,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,3,0,3,3,36,3,0,10,54,0,0,0,34,4,3,24,71,6,32,20,242,14,8,16,342,51,196,110,591,12,24,52,1036,63,178,118,461,22,24,46,915,60,95,100,465,15,24,39,792,62,79,118,423,12,21,80,787,51,77,129,497,6,31,246,1036,295,662,592,2715,89,124,503,4976,0,0,0,0,0,0,31,34,0,0,0,0,0,0,35,37,0,0,3,3,0,0,90,101,0,0,0,0,0,0,74,81,0,3,0,4,0,0,85,92,0,0,0,4,0,0,71,83,3,0,4,6,0,0,130,140,0,4,8,20,0,3,529,570,0,0,0,34,4,4,66,108
ILOC20200401,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,12,0,0,0,3,0,0,0,3,0,0,0,20,0,3,4,35,0,0,0,14,6,0,33,58,0,5,8,83,6,0,10,114,12,31,14,166,5,8,12,247,6,47,32,191,3,5,26,322,11,32,50,268,3,7,36,410,16,31,60,271,6,20,48,455,12,29,48,244,10,20,145,499,55,173,219,1249,39,64,302,2098,0,0,0,0,0,0,16,16,0,0,0,0,0,0,10,12,0,0,0,0,0,0,26,25,0,0,0,3,0,0,37,43,0,0,0,3,0,0,70,68,0,0,0,3,0,0,68,72,0,0,0,6,0,0,92,96,0,0,0,13,0,3,319,340,0,0,0,14,6,0,51,75
ILOC20200402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,6,0,3,3,13,0,0,0,5,0,0,0,10,0,0,0,3,0,3,3,13,0,0,0,7,0,0,3,8,0,0,0,4,0,0,0,7,0,0,3,27,4,3,13,57,0,0,0,10,4,0,31,47,0,12,8,100,5,4,7,136,23,80,44,271,8,8,28,460,21,92,48,249,9,6,20,445,19,58,59,291,3,6,29,458,14,65,49,223,0,9,49,412,22,48,72,289,4,19,160,621,105,352,277,1444,37,55,319,2583,0,0,0,0,0,0,6,12,0,0,0,0,0,0,24,23,0,0,0,0,0,0,37,38,0,0,0,4,0,0,42,49,0,0,0,3,0,0,46,44,0,0,0,0,0,0,46,50,0,0,0,4,0,0,100,106,0,3,0,15,0,0,300,322,0,0,0,15,11,0,42,64
ILOC20200403,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,8,0,0,0,3,0,0,0,4,0,0,0,3,0,0,3,10,0,0,3,16,0,3,13,40,0,0,0,16,3,0,37,54,0,13,12,98,7,5,8,145,8,46,36,246,11,11,21,380,14,49,48,228,11,22,27,387,12,43,38,290,3,14,38,432,22,40,69,250,0,19,23,418,21,39,48,252,9,20,131,514,77,225,252,1375,35,88,283,2333,0,0,0,0,0,0,21,21,0,0,0,0,0,0,18,18,0,0,0,3,0,0,29,34,0,0,0,4,0,0,49,54,0,0,0,3,0,0,49,50,0,0,0,3,0,0,59,64,0,0,3,0,0,0,93,100,0,3,0,13,0,0,315,333,0,0,0,16,3,0,55,80
ILOC20200404,0,0,0,0,0,0,7,8,0,0,0,13,0,0,3,10,0,3,0,12,0,0,0,16,0,0,0,3,0,0,4,8,0,3,0,7,0,0,3,15,0,0,3,7,0,3,0,16,0,0,3,3,0,0,6,12,0,7,6,43,3,3,16,86,0,0,0,29,4,0,72,101,0,16,27,232,16,4,32,327,20,98,86,491,20,19,44,774,28,122,91,489,18,31,64,843,28,90,118,601,19,24,71,951,30,97,138,562,9,29,119,994,45,82,157,688,9,51,354,1390,158,513,616,3084,90,167,749,5384,0,0,0,0,0,0,49,48,0,0,0,3,0,0,49,48,0,0,0,0,0,0,86,93,0,0,0,8,0,0,89,95,0,0,3,7,0,0,119,129,0,0,0,9,0,0,162,169,0,0,3,7,0,0,272,285,0,3,9,31,0,3,824,869,0,0,0,25,9,0,126,156
ILOC20200405,0,0,0,8,3,0,16,29,0,0,6,14,0,0,5,35,0,4,6,35,0,0,20,67,3,0,0,20,0,5,12,44,0,3,5,24,0,0,15,50,0,0,4,13,0,0,8,28,0,3,4,3,0,3,3,18,3,14,31,115,7,12,83,261,0,0,5,90,16,10,94,219,12,70,71,511,25,10,79,789,163,421,270,1133,31,48,219,2289,153,351,287,1011,34,55,210,2113,181,277,265,1109,31,50,194,2107,156,264,259,912,27,45,175,1851,74,197,278,917,17,65,440,1991,744,1581,1448,5695,193,281,1423,11358,0,0,0,0,0,0,130,130,0,0,0,3,0,0,103,113,3,3,0,0,0,0,282,288,0,0,0,0,0,0,245,248,0,0,3,10,0,0,301,318,3,0,0,14,0,0,286,300,0,0,0,13,0,0,455,470,4,9,5,39,0,0,1804,1863,0,0,5,95,16,10,246,372
ILOC20200501,0,0,0,3,0,0,3,5,0,0,0,4,0,0,5,11,0,0,0,16,0,0,20,39,0,3,0,10,3,0,18,39,3,0,3,8,0,0,14,32,3,0,4,8,0,0,5,22,0,0,0,4,0,0,14,20,7,6,16,44,4,3,86,170,0,0,3,62,4,3,134,214,6,45,40,355,27,17,102,591,58,234,124,838,34,31,316,1635,156,370,248,921,32,37,290,2047,220,373,317,1360,31,67,303,2669,258,444,367,1440,37,105,299,2947,296,456,471,1572,24,115,741,3677,992,1925,1567,6543,204,379,2185,13793,0,0,0,0,0,0,104,104,0,0,0,6,0,0,76,86,0,0,0,5,0,0,166,170,0,0,7,11,6,0,208,227,0,8,0,10,0,0,308,327,0,3,3,21,0,0,409,435,0,3,4,24,0,0,647,684,3,13,10,81,6,3,1916,2029,0,0,3,68,4,3,239,324
ILOC20200601,0,0,3,13,0,0,6,19,0,4,4,30,3,0,7,49,0,7,8,43,3,3,31,96,3,12,10,35,0,4,27,83,11,5,3,38,0,0,16,80,3,7,9,12,0,3,5,39,0,0,3,8,0,0,10,27,13,37,40,178,10,7,112,398,0,8,45,357,77,20,311,821,65,811,389,1745,121,82,290,3509,896,2604,1276,4448,156,188,695,10258,1033,2412,1406,3829,109,194,679,9658,945,1658,1415,4040,98,185,604,8946,906,1571,1365,3734,86,258,581,8500,764,1450,1685,4564,63,355,1687,10570,4610,10502,7574,22721,714,1286,4842,52255,0,0,0,3,0,0,305,309,6,0,3,11,3,0,388,410,5,5,9,32,0,0,729,777,0,6,7,22,3,0,686,720,5,9,10,22,0,3,742,792,3,8,10,20,0,3,715,757,4,6,14,55,0,3,1260,1348,13,37,56,166,3,11,4822,5109,0,8,45,374,77,20,619,1143
ILOC20200701,0,0,0,3,0,0,4,7,0,0,0,3,0,0,0,8,0,0,3,15,0,0,5,18,0,0,0,3,3,0,3,11,0,0,0,3,0,0,4,8,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,5,0,4,3,30,3,3,14,63,0,0,0,13,6,0,39,60,0,8,9,103,5,9,9,144,23,72,40,295,7,14,21,473,21,55,54,239,3,11,35,417,26,48,57,255,7,7,25,430,26,65,56,261,3,23,44,475,31,71,113,327,4,30,166,737,129,318,326,1489,44,84,344,2735,0,0,0,0,0,0,28,28,0,0,0,3,0,0,37,39,0,0,0,3,0,0,82,84,0,0,0,0,0,0,55,61,0,0,0,3,0,0,57,61,0,0,0,9,0,0,67,68,0,3,0,3,0,0,145,155,0,4,3,15,0,0,474,499,0,0,0,13,6,0,70,92
ILOC20200702,0,0,0,0,0,0,6,5,0,0,0,7,0,0,0,13,0,0,0,4,0,0,0,10,0,4,0,6,0,0,0,16,0,0,6,9,0,0,3,18,0,0,0,10,0,0,5,15,0,3,0,3,0,0,4,8,3,6,10,43,0,3,20,81,0,0,3,27,5,3,58,103,0,12,13,165,8,5,20,233,10,71,78,372,18,20,40,611,39,98,103,460,13,27,50,795,47,112,115,660,20,36,76,1074,91,189,197,786,23,51,110,1449,120,250,361,1199,21,107,401,2456,309,734,868,3668,108,249,768,6705,0,0,0,0,0,0,53,50,0,0,0,5,0,0,41,43,0,0,3,6,0,0,61,68,0,0,0,4,0,0,85,92,0,0,0,5,0,0,159,170,0,0,0,11,0,0,179,192,0,3,3,15,0,0,368,386,0,3,3,43,0,0,939,1001,0,0,3,30,5,3,118,158
