ILOC_CODE_2016,HH_IN_P_1_f_hh_C_f_n_c_N_u_1,HH_IN_P_1_f_hh_C_f_n_c_N_u_2,HH_IN_P_1_f_hh_C_f_n_c_N_u_3,HH_IN_P_1_f_hh_C_f_n_c_N_u_4,HH_IN_P_1_f_hh_C_f_n_c_N_u_5,HH_IN_P_1_f_h_C_f_n_c_N_u_6ov,HH_IN_P_1_f_hh_C_f_no_ch_Tot,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_1,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_2,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_3,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_4,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_5,HH_I_P_1_f_h_C_f_ch_Nu_ur_6ov,HH_IN_PE_1_fa_hh_Co_fa_ch_Tot,HH_IN_P_1_f_h_1_pa_f_Nu_ur_1,HH_IN_P_1_f_h_1_pa_f_Nu_ur_2,HH_IN_P_1_f_h_1_pa_f_Nu_ur_3,HH_IN_P_1_f_h_1_pa_f_Nu_ur_4,HH_IN_P_1_f_h_1_pa_f_Nu_ur_5,HH_IN_P_1_f_h_1_pa_f_N_ur_6ov,HH_IN_P_1_f_h_1_pa_f_Tot,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_1,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_2,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_3,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_4,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_5,HH_IN_P_1_fa_hh_Ot_f_N_ur_6ov,HH_IN_PE_1_fa_hh_Other_fa_Tot,HH_IN_PE_1_fa_hh_Tot_Nu_ur_1,HH_IN_PE_1_fa_hh_Tot_Nu_ur_2,HH_IN_PE_1_fa_hh_Tot_Nu_ur_3,HH_IN_PE_1_fa_hh_Tot_Nu_ur_4,HH_IN_PE_1_fa_hh_Tot_Nu_ur_5,HH_IN_PE_1_fa_hh_Tot_N_ur_6ov,HH_IN_PE_1_fa_hh_Tot_Tot,HHD_IN_PE_Mu_fa_hhd_Nu_ur_1,HHD_IN_PE_Mu_fa_hhd_Nu_ur_2,HHD_IN_PE_Mu_fa_hhd_Nu_ur_3,HHD_IN_PE_Mu_fa_hhd_Nu_ur_4,HHD_IN_PE_Mu_fa_hhd_Nu_ur_5,HHD_IN_PE_Mu_fa_hhd_N_ur_6ov,HHD_IN_PE_Mu_fa_hhd_Tot,HHD_IN_PE_TotFa_hhd_Nu_ur_1,HHD_IN_PE_TotFa_hhd_Nu_ur_2,HHD_IN_PE_TotFa_hhd_Nu_ur_3,HHD_IN_PE_TotFa_hhd_Nu_ur_4,HHD_IN_PE_TotFa_hhd_Nu_ur_5,HHD_IN_PE_TotFa_hhd_N_ur_6ov,HHD_IN_PE_TotFa_hhd_Tot,HHD_IN_PE_Lo_per_hhd_Nu_ur_1,HHD_IN_PE_Lo_per_hhd_Nu_ur_2,HHD_IN_PE_Lo_per_hhd_Nu_ur_3,HHD_IN_PE_Lo_per_hhd_Nu_ur_4,HHD_IN_PE_Lo_per_hhd_Nu_ur_5,HHD_IN_PE_Lo_per_hhd_N_ur_6ov,HHD_IN_PE_Lo_per_hhd_Tot,HHD_IN_PE_Gr_hh_Nu_ur_1,HHD_IN_PE_Gr_hh_Nu_ur_2,HHD_IN_PE_Gr_hh_Nu_ur_3,HHD_IN_PE_Gr_hh_Nu_ur_4,HHD_IN_PE_Gr_hh_Nu_ur_5,HHD_IN_PE_Gr_hh_N_ur_6ov,HHD_IN_PE_Gr_hh_Tot,HHD_IN_PE_Tot_Nu_ur_1,HHD_IN_PE_Tot_Nu_ur_2,HHD_IN_PE_Tot_Nu_ur_3,HHD_IN_PE_Tot_Nu_ur_4,HHD_IN_PE_Tot_Nu_ur_5,HHD_IN_PE_Tot_Nu_ur_6_more,HHD_IN_PE_Tot_Tot,OT_HH_1_f_hh_C_f_no_c_Nu_ur_1,OT_HH_1_f_hh_C_f_no_c_Nu_ur_2,OT_HH_1_f_hh_C_f_no_c_Nu_ur_3,OT_HH_1_f_hh_C_f_no_c_Nu_ur_4,OT_HH_1_f_hh_C_f_no_c_Nu_ur_5,OT_HH_1_f_hh_C_f_n_c_N_ur_6ov,OT_HH_1_f_hh_C_f_no_c_Tot,OT_HH_1_f_hh_C_f_ch_Nu_ur_1,OT_HH_1_f_hh_C_f_ch_Nu_ur_2,OT_HH_1_f_hh_C_f_ch_Nu_ur_3,OT_HH_1_f_hh_C_f_ch_Nu_ur_4,OT_HH_1_f_hh_C_f_ch_Nu_ur_5,OT_HH_1_f_hh_C_f_ch_N_ur_6ov,OT_HH_1_f_hh_C_f_with_ch_Tot,OT_HH_1_f_hh_1_pa_f_Nu_ur_1,OT_HH_1_f_hh_1_pa_f_Nu_ur_2,OT_HH_1_f_hh_1_pa_f_Nu_ur_3,OT_HH_1_f_hh_1_pa_f_Nu_ur_4,OT_HH_1_f_hh_1_pa_f_Nu_ur_5,OT_HH_1_f_hh_1_pa_f_N_ur_6ov,OT_HH_1_f_hh_1_parent_f_Tot,OT_HH_One_fa_hh_Ot_fa_Nu_ur_1,OT_HH_One_fa_hh_Ot_fa_Nu_ur_2,OT_HH_One_fa_hh_Ot_fa_Nu_ur_3,OT_HH_One_fa_hh_Ot_fa_Nu_ur_4,OT_HH_One_fa_hh_Ot_fa_Nu_ur_5,OT_HH_1_fa_hh_Ot_fa_N_ur_6ov,OT_HH_One_fa_hhd_Other_fa_Tot,OT_HH_One_fa_hhd_Tot_Nu_ur_1,OT_HH_One_fa_hhd_Tot_Nu_ur_2,OT_HH_One_fa_hhd_Tot_Nu_ur_3,OT_HH_One_fa_hhd_Tot_Nu_ur_4,OT_HH_One_fa_hhd_Tot_Nu_ur_5,OT_HH_One_fa_hhd_Tot_N_ur_6ov,OT_HH_One_fa_hhd_Tot_Tot,OT_HH_Multiple_fa_hhd_Nu_ur_1,OT_HH_Multiple_fa_hhd_Nu_ur_2,OT_HH_Multiple_fa_hhd_Nu_ur_3,OT_HH_Multiple_fa_hhd_Nu_ur_4,OT_HH_Multiple_fa_hhd_Nu_ur_5,OT_HH_Multiple_fa_hh_Nu_u_6ov,OT_HH_Multiple_fa_hhd_Tot,OT_HH_TotFa_hhd_Nu_ur_1,OT_HH_TotFa_hhd_Nu_ur_2,OT_HH_TotFa_hhd_Nu_ur_3,OT_HH_TotFa_hhd_Nu_ur_4,OT_HH_TotFa_hhd_Nu_ur_5,OT_HH_TotFa_hhd_Nu_ur_6_more,OT_HH_TotFa_hhd_Tot,OT_HH_Lo_per_hhd_Nu_ur_1,OT_HH_Lo_per_hhd_Nu_ur_2,OT_HH_Lo_per_hhd_Nu_ur_3,OT_HH_Lo_per_hhd_Nu_ur_4,OT_HH_Lo_per_hhd_Nu_ur_5,OT_HH_Lo_per_hh_Nu_ur_6ov,OT_HH_Lo_per_hhd_Tot,OT_HH_Gr_hh_Nu_ur_1,OT_HH_Gr_hh_Nu_ur_2,OT_HH_Gr_hh_Nu_ur_3,OT_HH_Gr_hh_Nu_ur_4,OT_HH_Gr_hh_Nu_ur_5,OT_HH_Gr_hh_Nu_u_6ov,OT_HH_Gr_hh_Tot,OT_HH_Tot_Nu_ur_1,OT_HH_Tot_Nu_ur_2,OT_HH_Tot_Nu_ur_3,OT_HH_Tot_Nu_ur_4,OT_HH_Tot_Nu_ur_5,OT_HH_Tot_Nu_ur_6_more,OT_HH_Tot_Tot
ILOC40101901,..,71,0,0,0,0,66,..,..,35,39,23,12,103,..,21,19,12,4,3,60,..,3,0,0,0,0,3,..,91,56,46,26,16,238,..,..,..,0,3,0,4,..,91,56,43,30,18,239,46,..,..,..,..,..,46,..,7,0,0,0,0,7,46,100,57,49,30,18,301,..,4621,79,3,0,0,4711,..,..,1287,1628,788,263,3957,..,519,282,133,38,18,983,..,71,18,0,3,0,93,..,5206,1661,1768,823,276,9740,..,..,..,27,31,27,86,..,5206,1661,1796,853,303,9822,3878,..,..,..,..,..,3878,..,242,49,23,9,19,337,3878,5452,1710,1817,865,319,14044
ILOC40101902,..,38,0,0,0,0,35,..,..,26,28,23,18,93,..,27,28,18,8,4,82,..,0,0,0,0,0,0,..,68,55,49,28,18,216,..,..,..,0,0,3,3,..,68,55,48,26,22,217,47,..,..,..,..,..,47,..,15,3,0,0,0,18,47,90,57,48,26,22,289,..,2600,61,4,0,0,2666,..,..,837,1065,400,184,2489,..,597,371,167,35,16,1179,..,69,6,0,0,0,80,..,3266,1270,1240,435,196,6416,..,..,..,19,11,22,50,..,3266,1270,1260,453,223,6467,3282,..,..,..,..,..,3282,..,211,22,8,4,0,241,3282,3476,1295,1266,456,223,9994
ILOC40102001,..,91,5,4,0,0,98,..,..,48,52,39,18,155,..,41,49,18,4,4,122,..,6,0,0,0,0,6,..,138,102,78,50,22,387,..,..,..,4,9,8,16,..,138,102,81,50,30,402,69,..,..,..,..,..,69,..,16,0,3,0,0,19,69,159,102,82,54,30,490,..,10287,277,27,10,0,10606,..,..,4109,5354,1849,559,11877,..,1891,1456,461,103,38,3947,..,240,50,4,0,0,295,..,12416,5890,5849,1967,598,26729,..,..,..,125,121,139,387,..,12416,5890,5982,2091,738,27116,8207,..,..,..,..,..,8207,..,602,70,32,10,9,727,8207,13025,5964,6016,2099,749,36057
ILOC40102101,..,11,0,0,0,0,12,..,..,5,9,3,6,22,..,3,10,0,0,0,15,..,0,0,0,0,0,0,..,15,21,8,4,6,49,..,..,..,0,3,0,3,..,15,21,8,5,6,53,16,..,..,..,..,..,16,..,5,0,0,0,0,9,16,19,18,8,5,6,71,..,4303,105,16,3,3,4430,..,..,1710,2602,997,237,5549,..,709,455,138,26,8,1329,..,116,31,0,0,0,149,..,5126,2297,2754,1026,247,11453,..,..,..,33,38,74,136,..,5126,2297,2786,1064,319,11590,4634,..,..,..,..,..,4634,..,321,86,41,16,8,475,4634,5444,2386,2830,1084,331,16704
ILOC40102102,..,24,0,3,0,0,32,..,..,18,25,12,5,62,..,17,14,3,3,0,37,..,5,0,0,0,0,5,..,47,29,33,18,3,133,..,..,..,0,0,4,4,..,47,29,34,18,3,132,32,..,..,..,..,..,32,..,16,5,8,0,0,24,32,62,39,37,17,3,197,..,6203,198,37,11,11,6453,..,..,2528,3999,1373,326,8223,..,1032,724,238,48,19,2055,..,169,50,9,5,0,233,..,7404,3494,4280,1431,352,16969,..,..,..,62,64,79,203,..,7404,3494,4337,1496,429,17171,5663,..,..,..,..,..,5663,..,484,170,75,34,15,774,5663,7885,3663,4421,1532,442,23608
ILOC40102103,..,13,3,0,0,0,22,..,..,6,9,4,3,22,..,15,3,3,0,0,18,..,0,0,0,0,0,3,..,28,18,7,5,3,63,..,..,..,0,0,3,3,..,28,18,7,5,4,65,20,..,..,..,..,..,20,..,9,3,0,0,0,16,20,42,22,13,5,4,96,..,3555,119,32,3,3,3719,..,..,1423,2000,679,132,4241,..,664,369,104,26,5,1161,..,153,35,6,0,0,192,..,4369,1947,2143,704,139,9309,..,..,..,27,29,20,79,..,4369,1947,2165,732,163,9387,4448,..,..,..,..,..,4448,..,531,189,59,19,4,807,4448,4905,2138,2231,755,167,14640
ILOC40102201,..,27,0,0,0,0,29,..,..,10,16,8,11,48,..,16,4,7,7,0,30,..,0,0,0,0,0,0,..,41,22,23,16,11,110,..,..,..,0,0,0,4,..,41,22,26,13,10,109,19,..,..,..,..,..,19,..,5,0,0,0,0,3,19,48,19,26,13,10,133,..,1946,40,4,0,0,1988,..,..,492,562,327,121,1498,..,247,156,74,21,10,503,..,22,6,0,0,0,34,..,2220,694,633,348,130,4026,..,..,..,20,13,14,45,..,2220,694,655,364,143,4076,1777,..,..,..,..,..,1777,..,109,11,3,3,0,126,1777,2323,710,661,366,143,5970
ILOC40102301,..,56,0,0,0,0,56,..,..,13,16,11,10,57,..,18,15,8,8,0,46,..,3,0,0,0,0,4,..,78,39,25,18,15,168,..,..,..,0,0,3,8,..,78,39,21,24,20,178,25,..,..,..,..,..,25,..,6,0,0,0,0,12,25,80,37,21,24,20,207,..,2348,50,6,0,0,2402,..,..,482,514,235,73,1306,..,260,200,71,28,8,563,..,50,4,0,0,0,53,..,2654,731,590,263,82,4321,..,..,..,15,9,9,38,..,2654,731,605,275,92,4361,2078,..,..,..,..,..,2078,..,133,18,0,0,0,148,2078,2785,748,608,275,92,6586
ILOC40102302,..,0,0,0,0,0,3,..,..,0,0,0,0,3,..,3,3,3,3,0,13,..,0,0,0,0,0,0,..,9,3,3,5,0,18,..,..,..,0,0,0,0,..,9,3,3,5,0,18,19,..,..,..,..,..,19,..,0,0,0,0,0,0,19,9,3,3,5,0,36,..,41,0,0,0,0,38,..,..,11,8,6,0,23,..,6,0,0,0,0,9,..,0,0,0,0,0,0,..,41,10,8,6,0,69,..,..,..,0,0,0,0,..,41,10,8,6,0,69,29,..,..,..,..,..,29,..,0,0,0,0,0,0,29,46,10,8,6,0,98
ILOC40102303,..,22,0,0,0,0,22,..,..,7,9,6,5,25,..,9,12,0,0,3,22,..,7,0,0,0,0,7,..,34,21,8,4,10,71,..,..,..,0,0,0,3,..,34,21,8,11,11,76,23,..,..,..,..,..,23,..,0,0,0,0,0,0,23,35,21,8,11,11,101,..,1678,28,0,0,0,1714,..,..,284,293,174,64,811,..,139,77,27,9,3,254,..,21,3,0,0,0,23,..,1838,393,320,184,65,2798,..,..,..,7,3,3,15,..,1838,393,323,188,65,2807,1521,..,..,..,..,..,1521,..,68,3,0,0,0,72,1521,1905,397,329,188,66,4407
ILOC40200101,..,3,0,0,0,0,9,..,..,4,4,9,6,25,..,0,0,0,0,0,5,..,0,0,0,0,0,0,..,4,6,5,12,9,34,..,..,..,3,0,26,30,..,4,6,9,9,29,67,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,9,6,9,9,29,71,..,3,0,0,0,0,3,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,9,..,..,..,0,0,0,0,..,3,0,0,0,0,6,11,..,..,..,..,..,11,..,0,0,0,0,0,0,11,7,0,0,0,0,17
ILOC40200102,..,0,0,0,0,0,0,..,..,3,0,0,0,5,..,0,0,0,0,0,3,..,0,0,0,0,0,0,..,0,3,0,0,0,6,..,..,..,0,0,0,3,..,0,3,0,3,0,11,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,0,3,0,3,0,14,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,6,..,..,..,..,..,6,..,0,0,0,0,0,0,6,0,0,0,0,0,6
ILOC40200103,..,0,4,0,0,0,8,..,..,3,3,5,0,10,..,0,0,0,0,0,7,..,0,0,0,0,0,0,..,0,10,3,5,0,23,..,..,..,0,0,15,11,..,0,10,3,4,15,32,5,..,..,..,..,..,5,..,0,0,0,0,0,0,5,0,10,3,4,15,40,..,3,0,0,0,0,3,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,8,..,..,..,0,0,0,0,..,3,0,0,0,0,8,17,..,..,..,..,..,17,..,0,0,0,0,0,0,17,7,0,0,0,0,28
ILOC40200104,..,0,0,0,0,0,0,..,..,0,0,0,0,3,..,0,0,0,0,0,4,..,0,0,0,0,0,0,..,0,0,0,3,3,5,..,..,..,0,0,8,8,..,0,0,0,3,5,13,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,3,5,13,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,0,0,0,0,0,3
ILOC40200105,..,4,3,0,0,0,6,..,..,6,4,0,4,23,..,0,3,0,0,3,5,..,6,0,0,0,3,8,..,7,18,4,3,8,40,..,..,..,7,0,3,6,..,7,18,13,3,10,47,5,..,..,..,..,..,5,..,0,0,0,0,0,0,5,7,18,13,3,10,55,..,7,0,0,0,0,7,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,7,0,0,0,0,5,..,..,..,0,0,0,0,..,7,0,0,0,0,5,19,..,..,..,..,..,19,..,0,0,0,0,0,0,19,9,0,0,0,0,27
ILOC40200106,..,3,0,0,0,0,3,..,..,0,3,0,3,6,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,4,0,3,0,3,8,..,..,..,0,0,3,3,..,4,0,3,0,8,12,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,4,0,3,0,8,20,..,3,0,0,0,0,3,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,3,0,0,0,0,3,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,3
ILOC40200107,..,5,0,0,0,0,4,..,..,7,0,6,4,18,..,0,3,0,0,0,3,..,0,0,0,0,0,3,..,6,10,0,6,4,31,..,..,..,0,0,7,9,..,6,10,0,7,15,44,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,6,10,0,7,15,41,..,5,0,0,0,0,5,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,5,0,0,0,0,8,..,..,..,0,0,0,0,..,5,0,0,0,0,8,5,..,..,..,..,..,5,..,0,0,0,0,0,0,5,6,0,0,0,0,13
ILOC40200108,..,0,0,0,0,0,0,..,..,3,0,4,4,10,..,0,0,0,0,0,4,..,0,0,0,0,0,0,..,0,3,0,3,4,13,..,..,..,0,3,7,9,..,0,3,3,8,9,21,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,3,8,9,23,..,3,0,0,0,0,8,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,9,..,..,..,0,0,0,0,..,3,0,0,0,0,9,8,..,..,..,..,..,8,..,0,0,0,0,0,0,8,3,0,0,0,0,12
ILOC40200109,..,4,0,0,0,0,8,..,..,0,9,8,4,22,..,3,3,4,7,3,12,..,3,0,0,0,0,4,..,5,3,6,11,5,42,..,..,..,3,3,20,28,..,5,3,10,20,28,70,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,5,3,10,20,28,81,..,7,0,0,0,0,7,..,..,0,0,3,0,4,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,7,0,0,3,0,7,..,..,..,0,0,0,0,..,7,0,0,3,0,7,18,..,..,..,..,..,18,..,4,0,0,0,0,4,18,3,0,0,3,0,29
ILOC40200110,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC40200201,..,16,0,0,0,0,19,..,..,8,12,3,7,25,..,3,5,4,3,0,21,..,5,0,0,0,0,5,..,18,11,19,9,5,65,..,..,..,0,0,3,3,..,18,11,19,9,6,63,20,..,..,..,..,..,20,..,0,0,0,0,0,0,20,18,13,19,9,6,86,..,142,8,0,0,0,145,..,..,41,28,12,8,84,..,22,9,9,0,0,36,..,6,0,0,0,0,6,..,169,51,36,12,10,272,..,..,..,0,0,0,0,..,169,51,36,12,10,272,308,..,..,..,..,..,308,..,11,3,0,0,0,10,308,174,53,36,12,10,596
ILOC40200202,..,4,0,0,0,0,4,..,..,0,0,0,0,0,..,0,0,0,0,0,6,..,0,0,0,0,0,0,..,5,0,3,0,0,5,..,..,..,0,0,0,0,..,5,0,3,0,0,8,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,5,0,3,0,0,11,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC40200301,..,7,0,0,0,0,7,..,..,0,4,3,0,10,..,0,0,0,0,0,4,..,0,0,0,0,0,0,..,7,0,4,4,0,22,..,..,..,0,0,3,3,..,7,0,4,4,3,22,7,..,..,..,..,..,7,..,0,0,0,0,0,0,7,7,0,4,4,3,31,..,0,0,0,0,0,0,..,..,0,0,0,0,3,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,0,0,0,0,0,3,11,..,..,..,..,..,11,..,0,0,0,0,0,0,11,0,0,0,0,0,12
ILOC40200302,..,10,0,0,0,0,10,..,..,3,3,0,0,3,..,0,3,0,0,0,4,..,0,0,0,0,0,0,..,8,4,3,0,0,17,..,..,..,3,0,0,3,..,8,4,3,0,0,16,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,8,4,3,0,0,21,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,0,0,0,0,0,4
ILOC40200303,..,12,0,0,0,0,12,..,..,0,0,0,4,8,..,6,3,3,0,0,12,..,0,0,0,0,0,0,..,17,5,4,0,3,28,..,..,..,0,0,3,3,..,17,5,4,0,6,30,21,..,..,..,..,..,21,..,0,0,0,0,0,0,21,17,5,4,0,6,50,..,135,6,3,0,0,139,..,..,43,36,14,4,97,..,13,3,3,0,0,21,..,0,0,0,0,0,0,..,146,52,42,14,4,258,..,..,..,0,0,3,3,..,146,52,42,14,7,265,283,..,..,..,..,..,283,..,21,0,0,0,0,21,283,162,55,42,14,7,560
ILOC40200304,..,3,0,0,0,0,3,..,..,3,3,0,0,9,..,0,3,0,0,0,6,..,0,0,0,0,0,0,..,6,6,3,0,0,18,..,..,..,0,0,0,0,..,6,6,3,0,0,18,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,6,6,3,0,0,22,..,20,0,0,0,0,20,..,..,4,11,8,0,24,..,8,4,0,0,0,11,..,0,0,0,0,0,0,..,24,10,11,10,0,51,..,..,..,0,0,0,0,..,24,10,13,10,0,52,36,..,..,..,..,..,36,..,0,0,0,0,0,0,36,24,10,13,10,0,90
ILOC40200305,..,15,4,0,0,0,20,..,..,4,4,5,3,21,..,0,0,3,0,0,4,..,0,0,0,0,0,0,..,18,7,11,5,3,44,..,..,..,0,0,0,0,..,18,7,11,5,3,44,3,..,..,..,..,..,3,..,3,0,0,0,0,3,3,18,7,11,5,3,52,..,278,3,0,0,0,279,..,..,145,191,106,35,477,..,36,29,11,4,0,78,..,0,0,0,0,0,0,..,312,177,207,115,35,837,..,..,..,4,3,0,5,..,312,177,210,113,37,843,253,..,..,..,..,..,253,..,31,3,3,0,0,32,253,336,181,210,113,37,1131
ILOC40200401,..,77,3,0,0,0,84,..,..,36,35,28,28,120,..,36,50,26,13,15,137,..,6,0,0,0,0,6,..,121,84,65,40,38,347,..,..,..,4,5,3,13,..,121,84,68,42,45,361,90,..,..,..,..,..,90,..,19,3,0,0,0,22,90,141,87,68,42,45,471,..,3782,71,7,0,0,3851,..,..,958,1067,547,203,2785,..,599,347,123,63,22,1154,..,75,11,0,0,0,85,..,4456,1389,1200,614,227,7880,..,..,..,25,19,20,62,..,4456,1389,1222,624,248,7940,4160,..,..,..,..,..,4160,..,228,10,0,0,0,243,4160,4683,1400,1223,624,248,12342
ILOC40200402,..,9,0,0,0,0,14,..,..,3,3,5,4,21,..,5,4,0,0,0,10,..,0,0,0,0,0,0,..,13,10,4,5,4,39,..,..,..,0,0,0,3,..,13,10,11,5,5,44,18,..,..,..,..,..,18,..,0,0,0,0,0,0,18,13,10,11,5,5,61,..,130,8,0,0,0,137,..,..,30,27,8,3,74,..,28,13,3,0,0,39,..,0,0,0,0,0,0,..,161,46,29,8,3,257,..,..,..,0,0,0,0,..,161,46,33,8,3,256,165,..,..,..,..,..,165,..,4,0,0,0,0,4,165,168,46,33,8,3,435
ILOC40200501,..,0,0,0,0,0,4,..,..,3,0,0,0,6,..,0,0,0,0,0,6,..,0,3,0,0,0,4,..,4,6,3,3,3,16,..,..,..,0,3,4,5,..,4,6,3,3,4,23,4,..,..,..,..,..,4,..,0,0,0,0,0,0,4,6,6,3,3,4,32,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC40200502,..,70,3,0,0,0,71,..,..,31,17,27,24,103,..,56,41,40,9,9,151,..,12,4,0,0,0,16,..,134,81,56,40,31,341,..,..,..,3,7,12,20,..,134,81,56,44,40,355,116,..,..,..,..,..,116,..,20,0,0,0,0,16,116,149,82,56,44,40,491,..,527,15,0,0,0,544,..,..,175,158,53,25,412,..,117,57,28,8,4,210,..,16,3,0,0,0,16,..,660,245,190,60,23,1177,..,..,..,5,3,0,5,..,660,245,193,60,28,1182,825,..,..,..,..,..,825,..,48,3,7,0,0,61,825,710,252,199,60,28,2070
ILOC40200503,..,9,0,0,0,0,9,..,..,0,3,4,0,6,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,10,0,3,4,0,16,..,..,..,0,0,0,0,..,10,0,4,4,3,18,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,8,0,4,4,3,23,..,109,3,0,0,0,119,..,..,40,32,14,10,89,..,3,3,9,0,0,14,..,0,0,0,0,0,0,..,114,51,37,14,10,226,..,..,..,0,3,0,7,..,114,51,39,15,8,227,72,..,..,..,..,..,72,..,4,0,0,0,0,4,72,122,51,39,15,8,305
ILOC40200504,..,32,0,0,0,0,31,..,..,18,19,15,10,59,..,14,44,18,8,4,93,..,3,3,0,0,0,3,..,52,64,39,23,12,188,..,..,..,0,3,5,8,..,52,64,39,25,21,198,43,..,..,..,..,..,43,..,8,0,0,0,0,11,43,55,64,39,25,21,247,..,324,7,0,0,0,334,..,..,106,102,41,15,266,..,55,31,16,5,3,103,..,11,0,0,0,0,13,..,392,150,119,44,16,719,..,..,..,0,0,0,3,..,392,150,118,47,16,717,371,..,..,..,..,..,371,..,28,3,3,0,0,31,371,420,150,120,47,16,1119
ILOC40200505,..,10,3,0,0,0,12,..,..,14,19,3,7,44,..,7,7,3,0,0,23,..,0,0,0,0,0,0,..,16,23,26,3,7,79,..,..,..,0,0,3,3,..,16,23,23,3,8,78,9,..,..,..,..,..,9,..,0,0,0,0,0,0,9,22,23,23,3,8,92,..,205,3,0,0,0,204,..,..,82,88,30,8,209,..,29,18,13,9,0,64,..,3,0,0,0,0,3,..,233,95,101,36,12,485,..,..,..,3,0,3,9,..,233,95,109,40,10,493,140,..,..,..,..,..,140,..,7,0,0,0,0,7,140,246,95,109,40,10,637
