ILOC_CODE_2016,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,InfPrim_Indig_M,InfPrim_Indig_F,InfPrim_Indig_P,InfPrim_NonInd_M,InfPrim_NonInd_F,InfPrim_NonInd_P,InfPrim_Indig_st_nsM,InfPrim_Indig_st_nsF,InfPrim_Indig_st_nsP,InfPrim_TotM,InfPrim_TotF,InfPrim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TFEI_FT_St_15_24_In_M,TFEI_FT_St_15_24_Id_F,TFEI_FT_St_15_24_Id_P,TFEI_FT_St_15_24_No_Id_M,TFEI_FT_St_15_24_No_Id_F,TFEI_FT_St_15_24_No_Id_P,TFEI_FT_St_15_24_I_s_n_s_M,TFEI_FT_St_15_24_I_s_n_s_F,TFEI_FT_St_15_24_I_s_n_s_P,TFEI_FT_St_15_24_TotM,TFEI_FT_St_15_24_TotF,TFEI_FT_St_15_24_TotP,TFEI_FT_St_25over_Id_M,TFEI_FT_St_25over_Id_F,TFEI_FT_St_25over_Id_P,TFEI_FT_St_25ov_Non_Id_M,TFEI_FT_St_25ov_Non_Id_F,TFEI_FT_St_25ov_Non_Id_P,TFEI_FT_St_25ov_I_s_n_st_M,TFEI_FT_St_25ov_I_s_n_st_F,TFEI_FT_St_25ov_I_s_n_st_P,TFEI_FT_St_25ov_TotM,TFEI_FT_St_25ov_TotF,TFEI_FT_St_25ov_TotP,TFEI_PT_St_15_24_Id_M,TFEI_PT_St_15_24_Id_F,TFEI_PT_St_15_24_Id_P,TFEI_PT_St_15_24_Non_Id_M,TFEI_PT_St_15_24_No_Id_F,TFEI_PT_St_15_24_No_Id_P,TFEI_PT_St_15_24_I_s_n_s_M,TFEI_PT_St_15_24_I_s_n_s_F,TFEI_PT_St_15_24_I_s_n_s_P,TFEI_PT_St_15_24_TotM,TFEI_PT_St_15_24_TotF,TFEI_PT_St_15_24_TotP,TFEI_PT_St_25ov_Id_M,TFEI_PT_St_25ov_Id_F,TFEI_PT_St_25ov_Id_P,TFEI_PT_St_25ov_Non_Id_M,TFEI_PT_St_25ov_Non_Id_F,TFEI_PT_St_25ov_Non_Id_P,TFEI_PT_St_25ov_I_s_n_s_M,TFEI_PT_St_25ov_I_s_n_s_F,TFEI_PT_St_25ov_Id_s_n_s_P,TFEI_PT_St_25ov_TotM,TFEI_PT_St_25ov_TotF,TFEI_PT_St_25ov_TotP,TFEI_FT_PT_s_s_nt_st_Id_M,TFEI_FT_PT_s_s_nt_st_Id_F,TFEI_FT_PT_s_s_nt_st_Id_P,TFEI_FT_PT_s_s_nt_s_N_I_M,TFEI_FT_PT_s_s_n_st_N_I_F,TFEI_FT_PT_s_s_n_s_No_Id_P,TFEI_F_P_s_s_n_s_I_s_n_s_M,TFEI_F_P_s_s_n_s_I_s_n_s_F,TFEI_F_P_s_s_n_s_I_s_n_s_P,TFEI_FT_PT_s_s_nt_st_To_M,TFEI_FT_PT_s_s_nt_st_To_F,TFEI_FT_PT_s_s_nt_st_To_P,TFEI_Tot_Indig_M,TFEI_Tot_Indig_F,TFEI_Tot_Indig_P,TFEI_Tot_NonInd_M,TFEI_Tot_NonInd_F,TFEI_Tot_NonInd_P,TFEI_Tot_IndSt_nsM,TFEI_Tot_IndSt_nsF,TFEI_Tot_IndSt_nsP,TFEI_Tot_TotM,TFEI_Tot_TotF,TFEI_Tot_TotP,UT_FT_S_15_24_Ind_M,UT_FT_S_15_24_Ind_F,UT_FT_S_15_24_Ind_P,UT_FT_S_15_24_NonInd_M,UT_FT_S_15_24_NonInd_F,UT_FT_S_15_24_NonInd_P,UT_FT_S_15_24_In_st_nsM,UT_FT_S_15_24_In_st_nsF,UT_FT_S_15_24_In_st_nsP,UT_FT_S_15_24_TotM,UT_FT_S_15_24_TotF,UT_FT_S_15_24_TotP,UT_FT_S_25_over_Ind_M,UT_FT_S_25_over_Ind_F,UT_FT_S_25_over_Ind_P,UT_FT_S_25ov_NonInd_M,UT_FT_S_25ov_NonInd_F,UT_FT_S_25ov_NonInd_P,UT_FT_S_25ov_IndSt_nsM,UT_FT_S_25ov_IndSt_nsF,UT_FT_S_25ov_IndSt_nsP,UT_FT_S_25ov_TotM,UT_FT_S_25ov_TotF,UT_FT_S_25ov_TotP,UT_PT_S_15_24_Ind_M,UT_PT_S_15_24_Ind_F,UT_PT_S_15_24_Ind_P,UT_PT_S_15_24_No_Ind_M,UT_PT_S_15_24_NonInd_F,UT_PT_S_15_24_NonInd_P,UT_PT_S_15_24_In_st_nsM,UT_PT_S_15_24_In_st_nsF,UT_PT_S_15_24_In_st_nsP,UT_PT_S_15_24_TotM,UT_PT_S_15_24_TotF,UT_PT_S_15_24_TotP,UT_PT_S_25over_In_M,UT_PT_S_25over_In_F,UT_PT_S_25over_In_P,UT_PT_S_25over_Non_In_M,UT_PT_S_25over_Non_In_F,UT_PT_S_25over_Non_In_P,UT_PT_S_25ov_In_s_nsM,UT_PT_S_25ov_In_s_nsF,UT_PT_S_25ov_In_s_nsP,UT_PT_S_25over_TotM,UT_PT_S_25over_TotF,UT_PT_S_25over_TotP,UT_FT_PT_stud_st_ns_Ind_M,UT_FT_PT_stud_st_ns_Ind_F,UT_FT_PT_stud_st_ns_Ind_P,UT_FT_PT_stu_st_ns_NonInd_M,UT_FT_PT_stu_st_ns_NonInd_F,UT_FT_PT_stu_st_ns_NonInd_P,UT_FT_PT_st_st_ns_In_st_nsM,UT_FT_PT_st_st_ns_In_st_nsF,UT_FT_PT_st_st_ns_In_st_nsP,UT_FT_PT_stu_st_ns_TotM,UT_FT_PT_stu_st_ns_TotF,UT_FT_PT_stu_st_ns_TotP,UT_Tot_Indig_M,UT_Tot_Indig_F,UT_Tot_Indig_P,UT_Tot_NonInd_M,UT_Tot_NonInd_F,UT_Tot_NonInd_P,UT_Tot_IndigStat_nsM,UT_Tot_IndigStat_nsF,UT_Tot_IndigStat_nsP,UT_Tot_TotM,UT_Tot_TotF,UT_Tot_TotP,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF
ILOC50800203,3,0,6,0,0,0,0,0,0,3,0,6,14,18,35,0,0,0,0,0,0,14,18,35,7,13,18,0,0,0,0,0,0,7,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,12,13,24,0,0,0,10,11
ILOC50800204,0,3,3,0,0,0,0,0,0,0,3,3,6,8,18,0,0,0,0,0,0,6,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ILOC50800205,0,0,0,0,0,0,0,0,0,0,0,0,23,44,68,0,0,0,0,0,0,23,45,69,17,9,26,0,0,0,0,0,0,17,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,23,0,0,0,3,4
ILOC50800301,0,0,0,0,0,0,0,0,0,0,0,0,34,23,55,0,0,0,0,0,0,34,23,55,11,19,29,0,0,0,0,0,0,11,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,30,0,0,0,0,0
ILOC50800302,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50800303,3,0,3,0,0,0,0,0,0,3,0,3,11,12,24,0,0,0,0,0,0,10,13,25,9,3,10,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,3,0
ILOC50800304,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,3,4,6,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50800305,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,4,3,7,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,21,0,3,3,0,0
ILOC50800306,0,0,0,0,0,0,0,0,0,0,0,0,12,22,35,0,0,3,0,0,0,16,21,39,6,8,16,0,0,0,0,0,0,6,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
ILOC50800307,4,3,3,0,0,0,0,0,0,4,3,3,16,20,30,0,0,0,0,0,0,16,20,30,3,6,8,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,4,4,7,0,0,0,5,0
ILOC50800308,0,3,3,0,0,0,0,0,0,0,3,3,17,15,28,0,0,0,0,0,0,17,15,28,5,10,17,0,0,0,0,0,0,5,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0
ILOC50800401,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,3,3,10,7,3,9,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0
ILOC50800402,0,0,0,0,0,0,0,0,0,0,0,0,10,6,20,0,0,0,0,0,0,10,13,18,3,5,5,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ILOC50800403,4,3,10,0,0,0,0,0,0,4,3,10,46,30,73,0,0,0,0,0,0,48,30,73,15,16,34,0,0,0,0,0,0,15,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,0,0,0,3,3
ILOC50800404,0,3,0,0,3,6,0,0,0,3,8,6,23,7,29,4,11,11,0,0,0,27,17,41,6,4,16,0,0,0,0,0,0,14,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,144,26,172,10,3,18,31,24
ILOC50800405,0,0,3,0,0,0,0,0,0,0,0,3,14,9,23,0,0,0,0,0,0,14,9,23,6,5,12,0,0,0,0,0,0,6,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0
ILOC59499494,0,0,3,11,5,17,0,0,0,14,7,17,14,11,23,57,61,119,0,0,0,72,70,139,0,8,9,25,21,51,0,0,0,27,35,61,0,0,0,4,3,5,0,0,0,5,7,9,0,0,0,14,12,22,0,0,0,14,10,28,0,0,3,3,3,10,0,0,0,3,3,11,0,0,0,14,16,24,0,0,0,14,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,28,35,62,0,0,0,34,40,67,0,0,3,27,33,60,0,0,0,27,34,61,0,0,0,25,13,36,0,0,0,25,14,38,0,0,0,4,3,8,0,0,0,4,3,8,0,0,0,9,14,22,0,0,0,9,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,66,127,0,0,0,67,70,128,0,3,4,20,13,40,0,0,0,28,16,43,176,131,314,343,133,471,468,339
ILOC59799797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,8,0,9,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,6,0,6,66,8
ILOC60100101,10,9,24,83,66,151,3,0,4,95,80,175,153,150,302,986,1008,1990,12,18,33,1156,1167,2324,62,71,141,674,667,1346,3,7,13,744,751,1501,10,16,20,84,111,195,0,0,0,96,124,219,6,6,9,23,69,89,0,0,0,29,79,104,6,0,10,57,55,114,0,0,0,63,58,126,7,11,14,68,110,176,0,0,0,73,118,189,0,0,0,3,0,6,0,0,0,3,0,6,22,36,59,233,349,582,0,0,0,262,382,641,3,4,5,36,68,106,0,0,0,38,70,109,0,5,11,23,51,75,0,0,0,25,60,84,0,0,0,12,15,22,0,0,0,12,15,22,0,10,11,59,97,152,0,0,0,61,102,162,0,0,0,0,0,0,0,0,0,0,0,0,7,19,24,127,230,360,0,0,0,132,252,384,6,3,13,45,74,115,0,0,0,50,81,127,20,24,46,314,374,683,569,600
ILOC60100102,0,4,4,61,43,98,0,0,0,67,45,111,106,99,203,689,613,1303,11,11,18,799,723,1521,79,54,129,410,453,864,8,4,12,495,518,1006,10,11,15,50,58,117,0,0,0,57,71,127,3,6,9,7,20,22,0,0,0,9,23,35,9,4,11,54,24,83,0,0,0,63,30,91,3,7,12,51,55,110,0,0,0,50,68,123,0,0,0,3,0,3,0,0,0,3,0,3,20,31,47,168,160,332,0,0,0,186,190,381,0,6,6,28,57,85,0,0,0,28,61,87,4,0,3,12,46,54,0,0,0,20,44,61,0,0,3,8,19,23,0,0,0,6,21,25,0,5,10,44,89,133,0,0,0,51,90,143,0,0,0,0,0,0,0,0,0,0,0,0,5,16,24,96,206,297,0,0,0,99,223,323,3,4,5,14,48,64,0,0,0,20,52,71,32,26,60,248,328,574,385,386
ILOC60100103,0,0,3,11,14,21,0,0,0,11,16,26,25,22,45,81,88,172,4,0,4,108,114,221,10,11,18,69,69,135,3,0,6,84,78,162,0,0,0,7,4,12,0,0,0,5,4,14,0,0,0,0,3,5,0,0,0,0,3,5,3,0,3,12,3,16,0,0,0,9,3,13,0,0,0,8,8,19,0,0,0,8,10,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,24,23,52,0,0,0,27,29,57,0,0,0,7,7,12,0,0,0,7,7,10,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,10,9,0,0,0,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,30,0,0,0,11,18,28,0,0,0,5,12,16,0,0,0,5,16,15,0,0,0,29,38,67,78,78
ILOC60100201,0,0,0,15,20,29,0,0,0,15,20,29,12,9,23,133,136,268,0,3,8,152,146,301,5,7,9,96,83,173,4,0,4,104,85,192,0,0,0,8,9,15,0,0,0,8,12,19,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,6,8,11,0,0,0,7,8,9,0,0,0,3,13,13,0,0,0,3,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,26,46,0,0,0,23,28,51,0,0,0,4,8,13,0,0,0,4,8,13,0,0,0,6,13,17,0,0,0,6,13,17,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,12,17,0,0,0,3,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,49,0,0,0,15,33,47,0,0,0,8,9,18,0,0,0,8,9,20,3,0,3,60,54,121,130,125
ILOC60100202,0,3,3,5,8,11,0,0,0,5,7,15,9,10,23,71,64,139,0,0,0,88,77,158,6,6,7,26,42,65,0,0,0,28,42,78,0,3,3,5,4,5,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,4,3,5,0,0,0,4,12,13,0,0,0,4,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,14,27,0,0,0,14,16,27,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,0,0,0,3,12,15,0,0,0,0,3,3,0,0,0,0,3,3,3,3,7,45,43,84,68,45
ILOC60100203,3,7,7,24,37,69,0,0,3,29,48,79,40,43,80,466,393,853,10,13,21,512,446,955,31,17,52,265,259,523,10,9,15,301,288,581,3,0,9,31,29,62,0,0,0,39,35,68,0,0,0,4,15,15,0,0,0,4,15,15,0,3,4,29,13,41,0,0,0,30,17,42,0,0,0,27,32,60,0,0,0,27,38,59,0,0,0,0,0,3,0,0,0,0,0,3,4,7,14,89,85,178,0,3,4,100,99,192,0,0,0,22,22,47,0,0,0,22,29,52,0,0,0,14,24,34,0,0,0,14,25,38,0,0,0,4,10,12,0,0,0,7,10,12,0,0,0,14,37,53,0,0,0,18,42,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,49,91,143,0,0,0,56,97,151,0,3,3,12,28,43,0,0,0,16,33,50,10,21,27,150,152,302,257,270
ILOC60100204,3,0,4,45,36,78,0,0,0,49,37,86,13,21,30,336,340,678,9,3,9,357,363,721,4,12,18,238,218,452,3,0,4,242,228,471,0,0,0,26,33,57,0,0,0,26,33,56,0,0,0,0,9,9,0,0,0,0,12,12,0,0,0,13,20,32,0,0,0,13,17,31,0,0,4,22,31,55,0,0,0,26,33,56,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,60,94,152,0,0,0,58,96,160,0,0,0,20,44,64,0,0,0,20,43,67,0,0,0,9,14,26,0,0,0,9,19,27,0,0,0,4,5,5,0,0,0,4,5,5,0,0,0,14,52,62,0,0,0,14,49,65,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,47,114,163,0,0,0,47,118,161,0,0,0,15,14,31,0,0,0,16,18,32,4,3,6,134,144,282,257,256
