ILOC_CODE_2016,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
ILOC19799797,0,48,3,52,0,12,0,12,0,36,0,42,0,8,0,8,0,13,0,13,0,0,0,0,0,15,11,26,7,134,13,152,3,69,0,76,0,12,0,12,0,48,3,50,0,22,0,22,0,11,0,12,0,0,0,0,0,22,24,40,3,187,23,217,4,118,3,125,0,25,0,25,0,83,5,87,0,34,0,34,0,25,0,27,0,7,0,4,0,31,31,67,5,320,38,373
ILOC20100101,28,18242,141,18411,18,3522,21,3564,21,4078,33,4134,7,1569,12,1593,4,2742,38,2780,0,742,12,751,9,1022,1676,2711,91,31922,1928,33941,36,18750,142,18931,20,3041,29,3094,30,3693,45,3768,8,1543,13,1565,6,3656,44,3705,0,1069,16,1083,4,1148,1682,2829,112,32903,1962,34970,65,36995,282,37336,35,6566,53,6655,52,7773,72,7902,19,3112,26,3155,11,6402,83,6493,4,1810,25,1837,16,2171,3350,5539,207,64825,3886,68915
ILOC20100102,57,22489,189,22735,26,3209,34,3263,35,4297,55,4396,7,1908,29,1951,18,3649,44,3709,0,1393,20,1410,13,1520,2343,3872,162,38464,2714,41339,58,21721,167,21946,21,2489,21,2536,36,3968,34,4037,10,1913,28,1946,13,4599,46,4658,3,1872,29,1902,11,1599,2200,3813,147,38165,2532,40844,111,44208,357,44678,48,5701,54,5798,72,8269,95,8435,16,3823,56,3898,40,8241,92,8374,3,3260,51,3315,22,3124,4536,7682,315,76628,5241,82178
ILOC20100201,63,13782,76,13923,37,5368,26,5435,59,7094,55,7211,30,2558,33,2626,12,1478,19,1512,0,120,4,123,12,771,1808,2591,215,31171,2028,33418,104,17938,92,18135,39,4925,35,4994,35,5749,51,5843,16,2075,24,2112,16,1466,27,1504,0,145,4,148,8,821,1860,2691,211,33121,2096,35426,162,31718,169,32050,75,10293,61,10428,95,12842,113,13050,45,4630,58,4736,24,2942,50,3010,0,271,8,274,14,1593,3674,5284,431,64289,4122,68841
ILOC20100301,108,24938,124,25168,44,5646,28,5720,73,7058,48,7179,32,2677,9,2715,25,2577,28,2632,3,703,8,715,13,847,2084,2942,292,44444,2334,47070,127,27703,149,27976,52,5389,38,5473,73,5930,41,6046,30,2248,24,2298,22,2971,27,3026,0,1026,13,1035,11,964,2048,3018,312,46225,2334,48871,232,52646,273,53141,91,11035,64,11195,141,12987,91,13221,58,4924,32,5018,55,5541,56,5655,4,1724,19,1749,19,1812,4131,5961,602,90669,4668,95941
ILOC20100401,63,19911,94,20071,27,4469,32,4529,55,6359,45,6463,28,2247,22,2290,26,1834,20,1879,3,731,7,734,11,914,2134,3053,212,36465,2356,39029,86,21527,137,21750,28,4038,31,4091,51,5463,39,5550,29,2111,14,2156,12,2162,27,2199,0,881,4,888,9,1035,2115,3162,210,37213,2370,39797,149,41434,237,41818,50,8502,66,8618,107,11826,88,12021,52,4362,33,4449,34,4000,48,4081,3,1605,13,1620,22,1950,4246,6212,423,73677,4727,78828
ILOC20100402,90,36661,188,36938,32,8510,61,8607,59,10597,84,10741,18,3626,34,3676,28,3151,41,3215,6,1039,12,1062,7,1581,2860,4444,244,65165,3277,68687,126,40720,245,41093,30,7666,54,7748,51,8981,73,9105,31,3335,50,3415,18,3767,44,3833,3,1265,5,1274,15,1847,2824,4680,277,67585,3294,71153,221,77380,426,78030,61,16176,121,16357,114,19581,157,19845,53,6962,80,7094,47,6919,82,7050,12,2303,19,2330,18,3425,5683,9128,522,132753,6568,139837
ILOC20100501,87,34238,167,34491,37,6487,48,6573,38,6796,46,6872,9,2341,21,2370,9,2485,34,2529,3,546,8,559,10,1242,2758,4007,188,54129,3085,57400,111,37717,188,38015,23,6046,51,6122,31,6551,54,6633,8,2386,22,2422,8,3522,52,3578,3,745,6,756,13,1707,2859,4576,204,58676,3228,62102,197,71959,357,72508,62,12537,100,12694,64,13344,93,13504,21,4727,38,4789,22,6002,90,6111,7,1297,19,1315,18,2951,5613,8584,393,112802,6310,119508
ILOC20100502,45,8873,43,8965,18,3263,17,3302,39,4198,34,4271,9,1360,12,1383,8,719,9,735,4,99,3,100,8,502,936,1450,131,19021,1060,20208,63,11093,60,11221,27,3047,27,3100,28,3473,40,3542,22,1190,10,1222,11,816,8,834,4,86,0,88,4,617,1022,1642,155,20322,1168,21651,109,19973,105,20185,48,6315,43,6398,67,7678,75,7816,26,2548,24,2603,19,1530,24,1572,6,179,5,196,12,1120,1960,3089,286,39342,2227,41858
ILOC20100503,95,13578,104,13769,44,4249,34,4326,72,5332,53,5450,28,2038,24,2086,21,1241,18,1283,0,122,0,120,18,966,1959,2940,268,27523,2192,29984,120,16103,117,16342,37,4022,28,4085,72,5043,52,5168,29,1916,30,1972,12,1590,31,1633,4,144,0,154,13,1205,2061,3283,290,30020,2327,32633,212,29677,225,30109,85,8267,62,8410,137,10372,109,10618,52,3959,51,4063,36,2834,48,2922,3,265,3,274,29,2167,4026,6226,557,57541,4517,62622
ILOC20100601,42,33255,230,33524,27,4615,38,4677,42,6564,61,6664,15,2706,23,2748,17,4855,55,4928,3,2979,25,3001,9,1918,3081,5004,150,56880,3511,60547,64,31279,173,31511,25,3748,31,3812,31,5783,61,5879,25,2845,32,2902,18,6111,69,6196,0,3403,23,3422,27,1934,2788,4749,185,55102,3175,58466,107,64534,398,65036,48,8366,73,8491,74,12348,118,12538,37,5549,55,5646,37,10961,124,11123,3,6381,41,6422,31,3847,5868,9749,337,111980,6692,119004
ILOC20100701,79,32420,168,32668,52,7696,58,7800,74,8732,71,8877,14,3032,35,3080,11,2047,28,2086,4,380,3,389,5,1231,2033,3271,248,55525,2397,58165,88,36564,166,36818,39,7467,67,7574,50,7980,44,8076,26,2979,27,3030,12,2766,38,2816,4,506,3,515,8,1733,2089,3828,222,60003,2434,62659,170,68979,336,69480,89,15163,124,15375,124,16713,116,16948,40,6008,67,6113,26,4816,66,4902,6,887,4,900,18,2964,4122,7103,466,115528,4831,120826
ILOC20100801,88,22621,89,22801,25,2223,23,2270,22,2417,22,2462,14,902,11,931,12,1470,21,1500,3,565,6,581,11,886,2176,3079,178,31083,2348,33612,86,22513,106,22704,19,1710,13,1738,29,2086,19,2128,10,941,9,955,3,2117,22,2145,0,793,8,807,8,812,2134,2950,145,30965,2312,33423,177,45130,195,45505,39,3933,37,4005,48,4504,39,4593,21,1843,20,1882,19,3586,43,3643,3,1361,16,1383,21,1702,4311,6031,325,62051,4660,67041
ILOC20100802,88,27822,139,28045,24,4221,44,4286,22,3972,39,4038,7,1492,15,1516,8,2362,22,2393,0,505,6,520,6,1109,2430,3549,163,41486,2695,44341,89,30713,155,30956,16,3886,25,3930,20,3908,44,3974,11,1532,18,1556,7,3462,41,3520,0,863,3,868,3,1430,2567,4005,151,45788,2860,48803,177,58533,296,59001,35,8107,73,8212,46,7882,77,8007,22,3024,31,3076,17,5822,64,5912,3,1371,12,1382,7,2539,5005,7550,311,87276,5558,93144
ILOC20100901,71,22720,77,22873,23,5657,33,5710,48,5771,45,5868,12,1903,18,1931,11,1500,13,1522,0,329,7,336,6,754,1551,2316,170,38629,1755,40559,85,26363,121,26571,28,5401,37,5465,41,5524,46,5610,13,1964,20,1996,7,2014,28,2048,0,402,3,406,12,1090,1788,2893,187,42753,2054,44991,163,49079,201,49444,47,11059,68,11180,93,11295,95,11483,24,3862,35,3923,24,3507,42,3571,0,732,9,744,19,1845,3342,5204,362,81382,3805,85553
ILOC20101001,50,25331,119,25502,7,2837,23,2863,7,2382,23,2412,3,723,11,732,0,683,4,689,3,119,0,124,3,568,1832,2402,72,32650,2007,34727,36,27724,143,27900,3,3513,41,3560,5,3095,41,3144,3,942,22,960,4,1122,15,1148,0,161,3,162,4,887,1924,2817,59,37443,2187,39689,88,53058,255,53401,8,6352,63,6426,18,5480,64,5558,3,1666,28,1693,11,1806,20,1838,3,276,7,284,6,1453,3757,5219,134,70092,4185,74415
ILOC20101002,80,49098,226,49405,10,3331,30,3367,7,2603,17,2634,3,848,10,857,4,1028,10,1045,0,339,4,346,12,848,2951,3817,119,58096,3253,61467,73,53350,215,53637,14,4238,30,4279,9,3336,20,3372,7,1092,18,1117,5,1862,16,1882,0,414,3,413,3,1286,3109,4400,111,65582,3412,69106,159,102450,440,103044,21,7571,57,7645,21,5941,40,6003,9,1938,25,1978,10,2894,28,2933,0,751,9,759,14,2136,6066,8214,231,123675,6666,130573
ILOC20101003,141,71030,256,71424,22,5654,38,5710,30,5248,44,5314,3,1656,14,1672,8,2306,24,2333,3,473,8,477,6,1447,5557,7008,207,87799,5936,93947,135,78363,310,78809,22,6241,58,6326,19,5571,44,5639,7,1813,13,1839,8,3378,42,3427,3,686,7,696,12,1906,5775,7696,209,97958,6264,104421,282,149386,567,150234,40,11898,96,12038,48,10819,90,10958,13,3466,29,3511,13,5683,69,5760,6,1153,16,1170,13,3348,11333,14699,415,185754,12196,198368
ILOC20101101,57,16536,76,16665,23,2195,13,2226,24,2101,16,2136,16,822,13,852,10,948,19,984,0,190,0,190,8,585,1227,1818,138,23373,1368,24878,64,17708,88,17868,14,2143,19,2170,20,2237,20,2274,14,945,14,969,14,1453,21,1484,0,267,0,270,7,842,1245,2090,137,25589,1405,27127,120,34246,170,34535,36,4335,30,4402,42,4331,38,4410,31,1770,22,1823,25,2399,46,2471,0,455,0,452,13,1428,2471,3912,272,48958,2771,52008
ILOC20101102,33,29709,134,29871,13,3776,26,3816,21,3776,32,3820,0,1464,13,1486,0,2085,23,2113,0,455,5,464,0,877,1583,2458,67,42151,1813,44031,30,31504,167,31705,15,3972,33,4020,15,4293,38,4346,4,1709,16,1727,6,3036,30,3071,0,705,4,706,4,1284,1742,3029,72,46492,2039,48600,64,61211,301,61575,22,7751,63,7830,31,8067,69,8165,5,3175,26,3210,6,5124,61,5184,3,1159,8,1173,3,2161,3321,5487,136,88642,3849,92625
ILOC20101103,39,13530,69,13628,11,3214,16,3243,15,3039,20,3076,4,896,10,909,0,490,7,500,0,58,3,64,0,289,898,1190,65,21522,1017,22606,44,15329,94,15464,11,2992,23,3019,17,2454,20,2492,3,803,6,816,0,587,5,596,0,60,0,57,3,288,906,1196,82,22517,1052,23647,83,28856,158,29100,16,6206,36,6261,32,5494,43,5569,7,1699,12,1719,0,1078,12,1093,0,118,3,120,3,583,1802,2385,153,44035,2067,46253
ILOC20101104,29,12173,64,12269,19,2664,15,2696,21,2709,30,2756,7,1041,13,1058,0,847,7,851,0,123,0,127,4,400,662,1060,84,19952,783,20818,57,13636,71,13768,15,2564,14,2591,15,2599,18,2637,7,993,18,1016,6,1225,14,1249,0,154,0,152,0,533,725,1261,106,21706,869,22679,89,25815,129,26031,27,5230,31,5292,36,5308,50,5394,18,2032,25,2077,6,2067,23,2097,0,273,0,277,4,929,1387,2316,190,41657,1651,43497
ILOC20101201,130,46641,199,46964,12,2555,20,2580,23,1767,20,1807,9,661,8,681,8,609,4,625,3,299,3,308,47,1110,6774,7927,230,53637,7035,60908,129,50352,199,50688,13,2395,34,2439,16,1670,15,1703,7,679,11,699,3,874,13,890,7,468,4,483,7,985,6753,7748,192,57429,7033,64650,255,96997,399,97650,25,4950,53,5020,42,3432,40,3513,18,1342,19,1379,17,1482,17,1517,5,770,10,789,55,2091,13530,15677,419,111068,14070,125557
ILOC20101202,88,30137,114,30344,11,2671,24,2703,35,2506,24,2563,13,674,8,701,15,872,15,904,3,177,0,178,8,703,4362,5073,172,37743,4551,42466,112,32846,134,33088,14,2560,24,2590,18,2204,24,2242,3,588,10,595,3,1060,19,1084,3,246,0,249,11,738,4356,5107,157,40236,4558,44950,194,62984,244,63431,23,5226,44,5299,46,4707,45,4803,15,1261,19,1297,14,1934,32,1982,5,420,3,426,19,1439,8722,10180,324,77981,9113,87414
ILOC20101203,90,27026,125,27241,16,1853,12,1888,23,1679,8,1716,7,569,11,586,13,863,16,889,3,301,6,315,3,642,3208,3855,155,32951,3378,36486,92,29041,122,29254,17,1596,14,1625,15,1387,16,1417,6,610,3,620,14,1432,14,1457,4,632,9,640,9,730,3284,4024,156,35418,3456,39036,187,56074,244,56500,35,3448,28,3512,40,3072,27,3131,18,1181,9,1208,26,2296,32,2350,6,937,10,954,12,1376,6492,7875,315,68365,6837,75524
ILOC20101301,97,23596,134,23826,41,5807,50,5906,78,7513,50,7639,33,2798,34,2858,32,2225,22,2281,3,473,5,484,83,1818,2457,4357,373,44237,2749,47359,147,27341,153,27639,63,5136,36,5237,98,6449,57,6606,33,2488,26,2544,28,2620,36,2687,0,651,8,655,46,1526,2544,4114,416,46202,2867,49486,247,50939,285,51467,108,10947,86,11142,179,13958,108,14245,67,5285,59,5406,60,4850,62,4969,3,1124,10,1138,128,3343,5003,8472,787,90443,5611,96845
ILOC20101401,30,19849,76,19957,8,1869,17,1897,11,1919,19,1944,0,748,6,756,0,898,12,917,3,262,3,270,0,551,1258,1808,52,26100,1387,27535,29,20695,76,20797,12,1994,14,2019,15,2191,12,2219,3,862,9,871,6,1299,26,1331,0,354,0,361,0,693,1268,1961,73,28074,1399,29547,62,40543,147,40748,22,3864,32,3914,26,4107,31,4156,8,1608,13,1628,6,2198,42,2241,4,620,4,626,0,1242,2526,3768,127,54176,2784,57084
ILOC20101402,32,15464,66,15563,8,1267,5,1276,4,1332,7,1343,3,543,7,546,4,992,16,1002,0,231,3,235,0,367,997,1366,46,20184,1102,21332,30,15727,59,15824,4,1085,8,1097,0,1099,9,1114,0,535,3,535,4,1490,15,1504,0,386,3,390,0,474,969,1449,38,20801,1064,21906,60,31193,126,31381,8,2355,17,2374,9,2434,22,2461,3,1072,7,1081,4,2476,25,2509,0,618,6,624,0,845,1971,2815,86,40984,2165,43245
ILOC20101403,22,15530,55,15611,3,1803,11,1817,9,1945,14,1962,9,731,7,740,0,995,10,1011,0,200,0,204,3,456,754,1219,43,21663,853,22565,17,15950,62,16028,4,1910,14,1928,4,2233,22,2258,0,852,11,861,0,1388,25,1422,0,330,3,333,0,630,828,1455,33,23291,964,24278,39,31485,115,31640,11,3718,28,3748,15,4174,36,4221,9,1580,12,1606,3,2384,33,2427,0,529,3,531,6,1086,1583,2673,72,44954,1816,46842
ILOC20101501,43,11209,107,11350,15,2297,31,2344,26,3172,41,3239,19,1605,23,1653,14,2576,32,2625,0,735,10,745,14,1112,1521,2644,130,22710,1766,24606,37,11203,97,11336,25,2069,19,2109,45,2828,35,2903,17,1555,17,1592,19,3044,36,3096,0,1208,21,1230,14,956,1537,2507,152,22861,1760,24775,75,22409,204,22688,38,4369,51,4461,69,6000,70,6139,32,3167,41,3240,40,5617,71,5721,0,1942,31,1980,22,2069,3062,5155,282,45569,3529,49383
ILOC20101502,65,15502,65,15638,11,1141,5,1158,18,1083,15,1116,4,390,9,410,0,934,13,948,0,249,3,255,8,374,1244,1623,115,19668,1354,21138,87,17391,50,17527,10,907,6,931,9,892,8,908,5,339,3,344,4,1335,18,1352,0,398,3,401,13,364,1263,1644,125,21630,1354,23111,153,32891,122,33163,25,2045,12,2086,27,1976,20,2022,7,730,10,754,7,2264,31,2298,3,650,4,662,19,741,2511,3270,243,41302,2709,44248
ILOC20101503,57,13412,55,13528,0,1773,12,1790,15,1837,21,1874,4,644,7,654,3,1431,18,1449,0,332,0,338,9,448,1104,1555,83,19876,1219,21183,71,14611,76,14759,14,1503,16,1533,18,1485,22,1526,3,651,6,666,0,2045,20,2068,0,539,3,547,8,558,1136,1701,113,21394,1282,22793,129,28023,130,28286,16,3272,34,3321,33,3321,42,3392,8,1299,12,1318,3,3476,39,3522,0,868,9,880,9,1006,2241,3253,198,41271,2505,43972
ILOC20101504,31,12418,69,12519,10,1769,20,1798,12,2250,32,2297,10,949,18,976,11,1761,17,1796,0,386,0,389,12,779,1193,1984,82,20319,1345,21752,39,12292,71,12396,15,1670,13,1701,12,2058,22,2089,6,1025,18,1044,3,2517,28,2547,0,596,10,600,6,924,1181,2103,83,21075,1337,22491,72,24709,137,24915,22,3441,28,3493,25,4311,57,4382,11,1976,29,2023,13,4275,53,4341,0,983,12,992,14,1699,2373,4084,165,41395,2682,44237
ILOC20101601,77,5938,38,6046,27,2454,16,2494,44,3376,43,3462,16,1183,14,1213,12,657,14,685,0,57,0,59,8,386,831,1232,189,14053,952,15195,79,7397,44,7521,21,2301,24,2350,39,2849,21,2903,10,1069,12,1092,10,760,14,786,3,37,3,41,0,433,901,1343,160,14856,1021,16038,153,13336,81,13570,46,4756,36,4845,79,6225,64,6363,33,2256,27,2308,19,1420,28,1472,3,96,3,104,10,826,1734,2570,348,28910,1971,31229
ILOC20101602,45,8817,72,8943,23,3198,21,3245,34,4134,46,4216,15,1600,18,1627,16,1139,19,1172,0,137,0,136,9,813,1297,2121,142,19836,1482,21458,61,10332,87,10481,22,3367,24,3412,26,3939,43,4005,14,1565,29,1615,10,1432,32,1470,0,112,0,116,8,992,1393,2402,139,21742,1613,23498,110,19152,165,19424,40,6565,48,6654,64,8065,91,8224,29,3165,50,3243,21,2568,45,2638,0,250,3,253,20,1809,2697,4526,283,41573,3097,44959
ILOC20101603,29,11826,64,11912,14,3089,15,3129,12,3370,27,3411,4,1025,15,1044,0,630,3,636,3,49,0,55,3,554,938,1498,69,20540,1069,21680,46,13999,78,14126,6,3257,21,3289,20,3475,41,3534,7,1100,18,1126,3,875,14,892,0,57,0,59,0,831,1009,1842,91,23596,1182,24871,78,25819,139,26039,28,6354,38,6419,36,6842,63,6943,16,2120,32,2166,4,1512,16,1529,3,107,0,113,4,1384,1949,3336,164,44137,2248,46548
ILOC20101701,63,13725,52,13839,13,1245,9,1267,14,1179,13,1200,6,421,3,433,12,1002,13,1023,0,256,3,258,5,375,1166,1544,103,18204,1254,19561,92,16356,72,16518,12,1099,7,1109,22,962,8,988,9,398,12,414,4,1528,9,1543,0,404,7,406,3,425,1290,1716,139,21171,1389,22697,148,30082,127,30357,21,2337,17,2377,31,2143,13,2194,16,826,12,850,17,2529,20,2565,0,654,5,667,10,798,2451,3252,243,39372,2645,42261
ILOC20101702,98,22418,129,22653,36,2946,28,3016,59,3044,38,3140,24,1418,17,1457,29,2747,44,2818,9,698,8,713,18,1108,2447,3574,275,34390,2711,37370,123,23682,112,23921,33,2479,28,2537,68,2882,37,2990,32,1474,19,1520,23,3908,44,3973,3,1007,10,1017,29,1332,2539,3899,307,36766,2782,39849,224,46106,241,46576,69,5427,53,5546,128,5930,72,6127,53,2892,34,2974,54,6658,84,6797,12,1702,17,1730,45,2441,4988,7470,583,71154,5491,77226
ILOC20101703,143,39418,220,39778,77,7686,65,7821,108,9429,83,9614,52,3711,51,3814,29,4997,76,5099,7,1172,10,1190,18,1905,3082,5002,431,68315,3578,72320,236,43023,230,43487,69,7050,70,7189,100,8128,76,8298,45,3580,40,3664,40,6366,98,6499,4,1648,29,1676,12,2061,3288,5363,507,71853,3830,76184,372,82439,451,83264,148,14733,137,15019,206,17553,152,17911,98,7287,92,7478,69,11358,177,11600,11,2823,39,2869,35,3965,6369,10373,932,140162,7409,148510
ILOC20101801,23,17185,55,17260,8,1534,3,1544,3,1356,11,1371,3,533,3,542,0,586,13,598,3,225,0,230,0,404,895,1300,45,21819,982,22848,27,18549,66,18650,7,1634,16,1652,11,1473,20,1500,4,657,4,661,0,971,12,985,0,305,6,315,0,596,1007,1604,47,24187,1118,25356,56,35733,117,35907,9,3169,20,3194,14,2828,28,2873,7,1191,11,1204,0,1559,25,1584,4,527,6,536,3,1004,1897,2903,91,46008,2102,48201
ILOC20101802,21,12127,59,12204,4,1808,21,1827,6,1679,10,1694,3,644,3,643,3,602,11,619,0,184,3,190,3,272,529,800,39,17303,628,17971,24,13023,57,13096,8,1797,10,1819,10,1935,21,1960,3,681,9,687,3,948,11,958,0,293,3,292,0,360,579,936,45,19036,680,19759,43,25144,113,25303,10,3606,28,3641,16,3615,27,3657,4,1320,11,1334,8,1548,25,1579,3,477,6,484,4,628,1104,1736,80,36342,1313,37729
ILOC20101803,15,13722,60,13792,6,1736,7,1752,7,1690,12,1710,4,658,6,671,5,796,10,805,3,220,0,222,3,476,764,1246,40,19296,864,20197,13,14801,67,14872,9,1744,16,1764,7,1854,22,1883,0,804,9,813,7,1256,23,1279,7,323,4,334,4,623,779,1403,45,21400,914,22359,23,28522,120,28671,9,3479,28,3513,18,3543,36,3592,0,1467,14,1486,12,2049,33,2091,11,541,3,558,10,1101,1543,2656,80,40699,1781,42562
ILOC20101901,59,18061,103,18226,22,3500,21,3546,31,3903,36,3976,11,1366,17,1398,12,1806,24,1845,0,380,0,384,9,790,1607,2408,141,29813,1814,31773,71,20111,101,20282,27,2981,22,3027,28,3419,32,3473,14,1379,18,1404,6,2524,34,2571,0,563,6,566,8,968,1665,2641,153,31948,1875,33973,127,38173,205,38508,48,6483,46,6572,63,7321,64,7448,18,2750,31,2805,18,4328,61,4410,0,944,4,948,12,1756,3276,5047,294,61756,3691,65742
ILOC20101902,52,23212,87,23350,31,3366,22,3420,36,4609,32,4678,16,1547,14,1572,11,1371,7,1393,3,365,4,377,131,1665,1877,3675,291,36132,2042,38470,73,23520,97,23698,31,3143,19,3194,45,4094,30,4168,11,1482,16,1512,12,1734,9,1760,4,561,6,565,4,737,1807,2552,178,35272,1987,37445,129,46732,185,47048,70,6506,42,6617,80,8706,63,8843,29,3033,28,3087,24,3108,15,3148,10,923,12,940,141,2396,3684,6228,471,71407,4037,75916
ILOC20101903,95,23112,107,23306,58,4529,40,4627,65,5648,52,5762,19,2051,13,2086,19,1629,10,1665,5,405,3,412,10,848,1988,2850,271,38214,2216,40706,137,25677,123,25929,38,4146,34,4219,79,4889,35,5005,36,1881,12,1930,7,2058,22,2088,0,582,3,587,17,921,2037,2975,312,40152,2262,42732,225,48780,230,49234,94,8677,66,8841,147,10533,92,10767,56,3931,28,4021,29,3686,33,3748,5,989,11,995,26,1769,4030,5823,583,78369,4483,83434
ILOC20102001,123,25038,152,25309,53,9161,65,9270,117,10999,102,11220,39,3962,43,4042,38,2198,40,2267,3,248,3,252,15,1195,2561,3767,384,52795,2962,56142,180,30991,191,31358,63,8552,70,8686,100,8701,79,8883,28,3156,29,3210,29,2267,49,2344,0,225,3,230,18,1405,2645,4070,421,55292,3070,58780,300,56027,338,56667,121,17710,134,17961,218,19707,183,20106,63,7118,74,7253,67,4463,89,4611,3,469,11,482,40,2599,5201,7839,807,108092,6032,114920
ILOC20200101,124,17256,121,17505,66,5634,64,5772,85,7005,69,7163,52,2987,33,3071,35,2110,47,2196,10,134,3,142,25,1194,2296,3516,396,36322,2638,39354,177,21076,149,21405,81,5954,40,6080,112,6665,91,6868,52,2807,39,2899,39,2467,48,2552,4,115,4,124,27,1495,2547,4068,497,40577,2922,43990,304,38332,268,38907,152,11589,107,11845,198,13665,163,14031,103,5790,70,5966,70,4581,99,4748,9,254,4,264,49,2689,4840,7584,887,76903,5559,83347
ILOC20200201,32,6357,36,6422,21,3011,16,3047,38,4126,29,4195,23,1614,10,1646,11,1119,24,1156,4,73,0,73,8,521,1156,1686,131,16820,1282,18231,43,8531,70,8644,21,3059,20,3101,26,3404,29,3466,15,1379,12,1410,9,1165,21,1200,3,73,0,76,17,625,1231,1870,138,18241,1386,19765,68,14884,108,15062,39,6071,39,6147,68,7534,62,7659,40,2995,22,3057,25,2288,43,2353,3,145,3,148,25,1144,2386,3556,271,35066,2667,38002
ILOC20200301,12,1565,17,1594,11,667,8,680,16,902,8,923,6,321,3,327,7,205,3,214,0,28,0,28,3,119,228,346,52,3795,264,4110,24,2086,12,2120,3,669,3,678,12,789,4,811,14,311,3,325,3,191,3,195,0,25,0,25,0,119,263,380,60,4192,294,4541,35,3654,26,3717,11,1334,15,1359,29,1689,13,1739,16,624,4,651,9,398,6,408,0,51,0,51,4,236,492,728,111,7988,552,8653
ILOC20200302,24,2229,10,2267,14,679,0,694,21,992,4,1018,20,471,4,490,17,357,8,373,0,53,0,53,11,247,430,686,102,5026,455,5577,40,2673,15,2739,17,647,3,664,14,905,12,935,13,443,8,465,8,393,9,409,0,43,0,43,5,335,455,801,107,5442,506,6056,70,4905,24,5002,31,1326,7,1359,40,1894,23,1954,33,911,10,958,20,750,11,786,0,97,0,97,21,577,881,1485,212,10467,960,11638
ILOC20200303,24,3358,30,3416,12,1526,17,1548,17,1970,26,2010,11,787,8,813,4,466,11,480,0,20,0,22,3,275,542,816,76,8400,630,9101,20,4414,42,4478,7,1360,12,1376,27,1519,16,1560,14,579,4,600,7,405,13,420,0,12,0,14,0,276,490,764,74,8560,573,9217,42,7774,78,7893,14,2883,28,2925,44,3486,37,3572,29,1369,15,1413,10,865,23,895,3,35,3,38,3,545,1030,1581,154,16963,1203,18314
